ID,Levels,Level Range,Classification,Type,Patch,Health
29319,30,False,Normal,Beast,3.0.1,"2,035"
23958,"23, 30",True,Normal,Beast,3.0.1,"2,035"
24516,30,False,Normal,Beast,3.0.1,"4,070"
30206,30,False,Normal,Beast,3.0.2,"2,035"
24547,"18, 30",True,Normal,Beast,3.0.1,"4,070"
26824,"18, 50",True,Normal,Beast,3.0.1,"4,210"
26272,"15, 69",True,Normal,Beast,3.0.1,"2,980"
23691,"14, 59",True,Normal,Beast,3.0.1,"2,035"
32163,30,False,Elite,Beast,3.0.2,"9,846"
26472,30,False,Normal,Beast,3.0.1,"2,035"
29479,"30, 59",True,Normal,Beast,3.0.1,"2,035"
29034,30,False,Normal,Beast,3.0.1,"2,035"
25711,30,False,Normal,Beast,3.0.1,"2,035"
29487,30,False,Normal,Beast,3.0.1,"2,035"
24614,"23, 59",True,Normal,Beast,3.0.1,"2,035"
24514,30,False,Normal,Beast,3.0.1,"2,035"
23945,"10, 30",True,Normal,Beast,3.0.1,"2,035"
24863,30,False,Normal,Beast,3.0.1,"1,018"
24681,30,False,Normal,Beast,3.0.1,"2,035"
26360,30,False,Normal,Beast,3.0.1,"4,070"
28477,30,False,Normal,Beast,3.0.1,"3,053"
29018,30,False,Normal,Beast,3.0.1,"2,035"
28003,30,False,Normal,Beast,3.0.1,"2,035"
35610,30,False,Normal,Beast,3.2.0,"25364,672"
26628,"17, 49",True,Elite,Beast,3.0.1,"10,548"
24787,"30, 59",True,Normal,Beast,3.0.1,"2,320"
29402,30,False,Normal,Beast,3.0.1,"2,035"
30448,30,False,Normal,Beast,3.0.2,"2,035"
31233,"25, 30",True,Normal,Beast,3.0.2,"2,035"
29412,30,False,Normal,Beast,3.0.2,"2,035"
26625,"17, 59",True,Elite,Beast,3.0.1,"10,548"
30279,"16, 48",True,Elite,Beast,3.0.2,"75,163"
28221,30,False,Normal,Beast,3.0.1,"2,035"
25454,"20, 30",True,Normal,Beast,3.0.1,"2,035"
25204,"19, 31",True,Normal,Beast,3.0.1,"2,035"
28129,"20, 69",True,Normal,Beast,3.0.1,"2,908"
29605,30,False,Normal,Beast,3.0.2,"2,035"
34799,??,False,Elite,Beast,3.2.0,"25976,800"
28851,30,False,Normal,Beast,3.0.1,"2,035"
28288,30,False,Normal,Beast,3.0.1,"2,035"
28098,30,False,Normal,Beast,3.0.1,"1,526"
28379,"20, 30",True,Normal,Beast,3.0.1,"2,035"
29996,30,False,Normal,Beast,3.0.2,"1,604"
26644,30,False,Normal,Beast,3.0.1,"2,035"
24026,"23, 59",True,Normal,Beast,3.0.1,"2,035"
29044,30,False,Normal,Beast,3.0.1,"2,035"
27131,"28, 48",True,Normal,Beast,3.0.1,"2,035"
26369,30,False,Normal,Beast,3.0.1,"2,035"
30422,30,False,Normal,Beast,3.0.2,"2,035"
25498,"15, 30",True,Normal,Beast,3.0.1,"2,035"
29411,30,False,Normal,Beast,3.0.2,"2,035"
23959,30,False,Normal,Beast,3.0.1,"2,035"
26838,30,False,Normal,Beast,3.0.1,"4,070"
34035,??,False,Elite,Beast,3.1.0,"25312,224"
30445,30,False,Normal,Beast,3.0.2,"2,035"
33711,"18, 30",True,Normal,Beast,3.1.0,"2,035"
26643,"30, 37",True,Normal,Beast,3.0.1,"2,035"
24791,"16, 59",True,Normal,Beast,3.0.1,"2,257"
34034,31,False,Normal,Beast,3.1.0,643
24128,"10, 30",True,Normal,Beast,3.0.1,"2,035"
29312,"19, 47",True,Elite,Beast,3.0.2,"69,696"
31404,30,False,Normal,Beast,3.0.2,"1,018"
32751,45,False,Normal,Beast,3.0.2,"3,953"
24475,"20, 59",True,Normal,Beast,3.0.1,"2,035"
26622,"20, 52",True,Normal,Beast,3.0.1,"2,035"
28011,"20, 48",True,Normal,Beast,3.0.1,"2,035"
25750,30,False,Normal,Beast,3.0.1,"2,035"
24786,30,False,Normal,Beast,3.0.1,"2,035"
29735,"11, 67",True,Normal,Beast,3.0.1,"2,704"
32664,30,False,Normal,Beast,3.0.2,"2,035"
29693,30,False,Normal,Beast,3.0.1,"2,035"
26174,30,False,Normal,Beast,3.0.1,"2,035"
28001,"20, 61",True,Normal,Beast,3.0.1,"2,035"
29857,30,False,Normal,Beast,3.0.2,"2,645"
29469,30,False,Normal,Beast,3.0.2,"2,035"
29562,30,False,Normal,Beast,3.0.2,"2,035"
25862,"15, 59",True,Elite,Beast,3.0.1,"32,040"
26730,"10, 65",True,Elite,Beast,3.0.1,"19,078"
25881,"20, 30",True,Normal,Beast,3.0.1,"2,035"
31747,30,False,Normal,Beast,3.0.2,"2,035"
25295,"10, 30",True,Normal,Beast,3.0.1,204
24633,"17, 59",True,Normal,Beast,3.0.1,"2,308"
25482,30,False,Normal,Beast,3.0.1,"2,035"
24677,"19, 30",True,Normal,Beast,3.0.1,"2,035"
25743,"15, 59",True,Normal,Beast,3.0.1,"2,035"
28233,30,False,Normal,Beast,3.0.1,"2,035"
29838,"25, 44",True,Elite,Beast,3.0.2,"31,575"
29630,1,False,Normal,Beast,3.0.2,1
23740,"25, 59",True,Normal,Beast,3.0.1,"2,035"
30455,30,False,Normal,Beast,3.0.2,"6,105"
31636,"20, 36",True,Normal,Beast,3.0.2,445
25812,"15, 59",True,Elite,Beast,3.0.1,"15,641"
34925,30,False,Elite,Beast,3.2.0,"268,590"
28325,30,False,Normal,Beast,3.0.1,"2,035"
30447,30,False,Normal,Beast,3.0.2,"2,035"
30095,1,False,Normal,Critter,3.0.2,27
32498,30,False,Normal,Critter,3.0.2,"2,035"
24270,1,False,Normal,Critter,3.0.1,5
25677,1,False,Normal,Critter,3.0.1,5
28440,1,False,Normal,Critter,3.0.1,27
30094,30,False,Normal,Critter,3.0.2,"2,035"
25679,1,False,Normal,Critter,3.0.1,5
24746,30,False,Normal,Critter,3.0.1,"2,035"
26503,1,False,Normal,Critter,3.0.1,1
28407,30,False,Normal,Critter,3.0.1,"2,035"
28093,1,False,Normal,Critter,3.0.1,27
31685,1,False,Normal,Critter,3.0.2,5
29328,1,False,Normal,Critter,3.0.1,27
31889,1,False,Normal,Critter,3.0.2,5
31890,1,False,Normal,Critter,3.0.2,5
28202,30,False,Normal,Critter,3.0.1,"2,035"
28371,1,False,Normal,Critter,3.0.1,27
32258,1,False,Normal,Critter,3.0.2,16
32781,70,False,Normal,Critter,3.1.1,"112,919"
28372,1,False,Normal,Critter,3.0.1,27
32428,1,False,Normal,Critter,3.0.2,1
34606,30,False,Normal,Critter,3.2.0,"251,146"
34780,??,False,Elite,Demon,3.2.0,"253,866,500"
26533,"28, 50",True,Elite,Demon,3.0.1,"110,540"
29314,"20, 47",True,Elite,Demon,3.0.2,"69,696"
32260,30,False,Normal,Demon,3.0.2,"1,018"
34826,30,False,Elite,Demon,3.2.0,"10161,625"
32491,"30, 61",True,Rare,Dragonkin,3.0.2,"3,053"
32630,"30, 52",True,Rare,Dragonkin,3.0.2,"3,053"
28859,??,False,Elite,Dragonkin,3.0.2,"253,154,200"
28860,??,False,Elite,Dragonkin,3.0.2,"252,412,850"
36789,??,False,Elite,Dragonkin,3.3.0,"255,253,495"
39863,??,False,Elite,Dragonkin,3.3.5,"259,462,600"
33186,??,False,Elite,Dragonkin,3.1.0,"256,386,400"
32273,32,False,Elite,Dragonkin,3.0.2,"67,518"
27990,??,False,Elite,Dragonkin,3.0.1,"1,628,000"
30449,??,False,Elite,Dragonkin,3.0.2,"25360,480"
26723,"14, 69",True,Elite,Dragonkin,3.0.1,"103,455"
26917,??,False,Elite,Dragonkin,3.0.1,"2,035,000"
32533,"15, 43",True,Normal,Dragonkin,3.0.2,"1,628"
27654,"28, 51",True,Elite,Dragonkin,3.0.1,"85,723"
29590,30,False,Normal,Dragonkin,3.0.2,"2,035"
28378,30,False,Normal,Dragonkin,3.0.1,"2,035"
26206,"20, 30",True,Elite,Dragonkin,3.0.1,"24,420"
27656,"29, 49",True,Elite,Dragonkin,3.0.1,"891,041"
31134,"19, 50",True,Elite,Dragonkin,3.0.2,"96,853"
26117,"16, 40",True,Elite,Dragonkin,3.0.1,"24,420"
39747,??,False,Elite,Dragonkin,3.3.5,"252,253,000"
27856,"15, 58",True,Elite,Dragonkin,3.0.1,"150,035"
26443,"20, 41",True,Elite,Dragonkin,3.0.1,"20,350"
30275,30,False,Elite,Dragonkin,3.0.2,"24,826"
26532,"28, 48",True,Elite,Dragonkin,3.0.1,"92,117"
27636,"20, 50",True,Normal,Dragonkin,3.0.1,"3,158"
27506,30,False,Elite,Dragonkin,3.0.1,"2,327"
26949,"15, 30",True,Elite,Dragonkin,3.0.1,"2,956"
39751,??,False,Elite,Dragonkin,3.3.5,"251,802,400"
27658,"27, 50",True,Elite,Dragonkin,3.0.1,"3,315"
29625,30,False,Normal,Dragonkin,3.0.2,"2,035"
27940,30,False,Normal,Dragonkin,3.0.1,"2,035"
23688,"15, 59",True,Normal,Dragonkin,3.0.1,"2,308"
26983,"30, 43",True,Normal,Dragonkin,3.0.1,"2,035"
31265,30,False,Normal,Dragonkin,3.0.2,"2,035"
30451,??,False,Elite,Dragonkin,3.0.2,"25360,480"
27657,"28, 30",True,Elite,Dragonkin,3.0.1,"3,396"
39746,??,False,Elite,Dragonkin,3.3.5,"252,277,783"
30272,30,False,Elite,Dragonkin,3.0.2,"9,846"
27756,30,False,Normal,Dragonkin,3.0.1,"12,113"
27530,30,False,Elite,Dragonkin,3.0.1,"38,370"
40429,30,False,Normal,Dragonkin,3.3.5,"10307,692"
24795,"61, 70",True,Elite,Dragonkin,3.0.1,"1,355,028"
32357,30,False,Rare,Elemental,3.0.2,"3,053"
32447,30,False,Rare,Elemental,3.0.2,"8,140"
33289,30,False,Normal,Elemental,3.1.0,"4,070"
29313,"19, 32",True,Elite,Elemental,3.0.2,"69,696"
25416,30,False,Normal,Elemental,3.0.1,"4,070"
33768,31,False,Elite,Elemental,3.1.0,"2560,130"
30877,"40, 70",True,Normal,Elemental,3.0.2,"225,838"
25418,30,False,Normal,Elemental,3.0.1,"4,070"
28092,??,False,Elite,Elemental,3.0.1,"2,035"
26763,"13, 67",True,Elite,Elemental,3.0.1,"87,120"
26782,"12, 65",True,Elite,Elemental,3.0.1,"19,078"
30633,"30, 48",True,Normal,Elemental,3.0.2,"1,628"
32915,??,False,Elite,Elemental,3.1.0,"252,980,320"
33524,??,False,Elite,Elemental,3.1.1,"254,789,800"
27382,30,False,Normal,Elemental,3.0.1,"2,035"
29036,30,False,Normal,Elemental,3.0.1,"2,035"
28585,"22, 48",True,Normal,Elemental,3.0.2,"6,414"
25376,"22, 39",True,Elite,Elemental,3.0.1,"10,179"
25417,"22, 30",True,Normal,Elemental,3.0.1,"2,035"
33488,30,False,Normal,Elemental,3.1.0,"1,775"
24601,"25, 30",True,Normal,Elemental,3.0.1,"2,035"
29624,"25, 30",True,Normal,Elemental,3.0.2,"2,035"
32913,??,False,Elite,Elemental,3.1.0,"252,270,720"
27254,"15, 62",True,Normal,Elemental,3.0.1,"2,447"
30258,32,False,Elite,Elemental,3.0.2,"517,200"
33431,31,False,Elite,Elemental,3.1.0,"25102,221"
34190,32,False,Elite,Elemental,3.1.0,"25355,575"
23876,"20, 59",True,Normal,Elemental,3.0.1,"2,035"
34135,31,False,Elite,Elemental,3.1.0,"25240,520"
33838,30,False,Normal,Elemental,3.1.0,"31,692"
25715,"30, 31",True,Normal,Elemental,3.0.1,"2,035"
31228,30,False,Normal,Elemental,3.0.2,"2,035"
24229,30,False,Normal,Elemental,3.0.1,"1,604"
24316,"22, 58",True,Normal,Elemental,3.0.1,"2,035"
30184,30,False,Normal,Elemental,3.0.2,"2,035"
32487,30,False,Rare,Giant,3.0.2,"12,210"
32422,30,False,Rare,Giant,3.0.2,"8,140"
33515,??,False,Elite,Giant,3.1.0,"258,515,200"
33118,??,False,Elite,Giant,3.1.0,"259,934,400"
33993,??,False,Elite,Giant,3.1.0,"251,802,400"
32867,??,False,Elite,Giant,3.1.0,"255,109,120"
31125,??,False,Elite,Giant,3.0.2,"251,610,895"
32865,??,False,Elite,Giant,3.1.0,"2510,644,000"
28923,"23, 50",True,Elite,Giant,3.0.1,"103,455"
32930,??,False,Elite,Giant,3.1.0,"257,805,600"
38433,??,False,Elite,Giant,3.3.2,"252,433,240"
32906,??,False,Elite,Giant,3.1.0,"252,128,800"
33686,30,False,Normal,Giant,3.1.0,"2,060"
32845,??,False,Elite,Giant,3.1.0,"2516,526,584"
35013,??,False,Elite,Giant,3.2.0,"252,140,350"
27977,"25, 48",True,Elite,Giant,3.0.1,"80,580"
28587,"23, 50",True,Elite,Giant,3.0.1,"78,408"
30082,30,False,Elite,Giant,3.0.2,"20,350"
29984,30,False,Elite,Giant,3.0.2,"13,773"
32933,??,False,Elite,Giant,3.1.0,"251,170,840"
27975,"25, 48",True,Elite,Giant,3.0.1,"77,151"
33241,??,False,Elite,Giant,3.1.0,"107,344,360"
29350,30,False,Elite,Giant,3.0.2,"39,630"
30341,30,False,Elite,Giant,3.0.2,"13,773"
30300,30,False,Elite,Giant,3.0.2,"93,076"
35364,"1, 70",True,Normal,Humanoid,3.2.0,"36,764"
35365,"9, 70",True,Normal,Humanoid,3.2.0,"19,343"
28715,"19, 30",True,Normal,Humanoid,3.0.1,"1,628"
30713,"9, 70",True,Normal,Humanoid,3.0.2,"12,898"
30727,30,False,Normal,Humanoid,3.0.2,"1,628"
30223,30,False,Elite,Humanoid,3.0.2,"30,697"
30723,"60, 70",True,Normal,Humanoid,3.0.2,"90,335"
30729,70,False,Normal,Humanoid,3.0.2,"90,335"
32216,"10, 30",True,Normal,Humanoid,3.0.2,"2,035"
26194,"20, 47",True,Normal,Humanoid,3.0.1,"2,035"
33026,30,False,Normal,Humanoid,3.0.8,"2,035"
34885,30,False,Normal,Humanoid,3.2.0,"2,035"
28040,30,False,Normal,Humanoid,3.0.1,"2,035"
32417,30,False,Rare,Humanoid,3.0.2,"3,053"
32538,30,False,Normal,Humanoid,3.0.2,"1,628"
32409,30,False,Rare,Humanoid,3.0.2,"3,053"
32377,30,False,Rare,Humanoid,3.0.2,"3,053"
32871,??,False,Elite,Humanoid,3.1.1,"2517,740,000"
31032,"29, 59",True,Normal,Humanoid,3.0.2,"1,628"
32438,30,False,Rare,Humanoid,3.0.2,"3,053"
30630,30,False,Elite,Humanoid,3.0.2,"17,640"
29631,"11, 42",True,Normal,Humanoid,3.0.1,"2,035"
30431,30,False,Elite,Humanoid,3.0.2,"6,698"
32386,30,False,Rare,Humanoid,3.0.2,"3,053"
31031,30,False,Normal,Humanoid,3.0.2,"2,035"
32172,30,False,Normal,Humanoid,3.0.2,"2,035"
33817,"25, 30",True,Elite,Humanoid,3.1.0,"10,860"
28697,"10, 45",True,Normal,Humanoid,3.0.1,"2,035"
26905,"20, 30",True,Normal,Humanoid,3.0.1,"2,035"
28705,"10, 59",True,Normal,Humanoid,3.0.1,"2,035"
26953,"10, 30",True,Normal,Humanoid,3.0.1,"2,035"
32763,30,False,Normal,Humanoid,3.0.2,"2,035"
28951,30,False,Normal,Humanoid,3.0.1,"1,628"
32515,"20, 30",True,Normal,Humanoid,3.0.2,"2,035"
26989,"10, 59",True,Normal,Humanoid,3.0.1,"2,035"
30730,"10, 70",True,Normal,Humanoid,3.0.2,"90,335"
28699,"20, 30",True,Normal,Humanoid,3.0.1,"2,035"
28718,"11, 39",True,Normal,Humanoid,3.0.1,"2,035"
32516,30,False,Normal,Humanoid,3.0.2,"2,035"
35494,"20, 30",True,Normal,Humanoid,3.2.0,"1,628"
32540,30,False,Elite,Humanoid,3.0.2,"12,513"
32514,30,False,Normal,Humanoid,3.0.2,"1,628"
32725,"45, 47",True,Normal,Humanoid,3.0.2,"2,485"
33963,30,False,Normal,Humanoid,3.1.0,"1,628"
35496,30,False,Normal,Humanoid,3.2.0,"1,628"
34252,"20, 30",True,Normal,Humanoid,3.1.0,"2,035"
28997,"20, 30",True,Normal,Humanoid,3.0.1,"2,035"
38283,30,False,Normal,Humanoid,3.3.0,"102,888"
30006,30,False,Normal,Humanoid,3.0.2,"2,035"
33996,"8, 30",True,Normal,Humanoid,3.1.0,120
33555,30,False,Normal,Humanoid,3.1.0,"4,070"
33642,30,False,Normal,Humanoid,3.1.0,"1,628"
33684,30,False,Normal,Humanoid,3.1.0,"1,628"
34797,??,False,Elite,Humanoid,3.2.0,"252,645,500"
28687,"10, 30",True,Normal,Humanoid,3.0.1,"1,628"
29795,"30, 47",True,Elite,Humanoid,3.0.2,"40,700"
33634,30,False,Normal,Humanoid,3.1.0,"2,035"
32564,"11, 30",True,Normal,Humanoid,3.0.2,"2,035"
33653,30,False,Normal,Humanoid,3.1.0,"4,070"
33557,30,False,Normal,Humanoid,3.1.0,"4,070"
26972,"10, 61",True,Normal,Humanoid,3.0.1,"2,035"
35093,30,False,Normal,Humanoid,3.2.0,"4,812"
28742,"10, 59",True,Normal,Humanoid,3.0.1,"2,035"
28568,"29, 30",True,Normal,Humanoid,3.0.1,"2,035"
31580,"20, 30",True,Normal,Humanoid,3.0.2,"1,628"
29796,30,False,Normal,Humanoid,3.0.2,"2,035"
29547,"10, 59",True,Normal,Humanoid,3.0.1,"2,035"
32837,70,False,Normal,Humanoid,3.1.1,"112,919"
32712,30,False,Normal,Humanoid,3.0.2,"1,628"
36497,32,False,Elite,Humanoid,3.3.0,"159,373"
23954,"13, 70",True,Elite,Humanoid,3.0.1,"39,995"
32857,??,False,Elite,Humanoid,3.1.0,"255,109,120"
24784,"18, 30",True,Normal,Humanoid,3.0.1,"1,628"
33307,30,False,Normal,Humanoid,3.1.0,"4,070"
32638,"1, 80",True,Normal,Humanoid,3.0.2,"112,919"
32294,70,False,Normal,Humanoid,3.0.2,"112,919"
31582,30,False,Normal,Humanoid,3.0.2,"1,628"
30037,30,False,Normal,Humanoid,3.0.2,"2,035"
26957,30,False,Normal,Humanoid,3.0.1,"2,035"
24189,"30, 59",True,Normal,Humanoid,3.0.1,"2,035"
30885,30,False,Normal,Humanoid,3.0.2,"1,628"
29478,30,False,Normal,Humanoid,3.0.1,"1,628"
26986,30,False,Normal,Humanoid,3.0.1,"2,035"
29156,"10, 59",True,Elite,Humanoid,3.0.1,358
33553,30,False,Normal,Humanoid,3.1.0,"4,070"
35826,30,False,Normal,Humanoid,3.2.0,"1,628"
32927,??,False,Elite,Humanoid,3.1.0,"255,109,120"
28205,30,False,Normal,Humanoid,3.0.1,"1,628"
30116,30,False,Elite,Humanoid,3.0.2,"814,000"
30562,"30, 41",True,Normal,Humanoid,3.0.2,"2,035"
31910,30,False,Elite,Humanoid,3.0.2,"24,424"
32773,"30, 59",True,Normal,Humanoid,3.0.2,"2,035"
31916,30,False,Normal,Humanoid,3.0.2,"2,035"
34928,32,False,Elite,Humanoid,3.2.0,"27,432"
37688,30,False,Normal,Humanoid,3.3.0,"102,035"
29537,"20, 30",True,Normal,Humanoid,3.0.1,"2,035"
33310,30,False,Normal,Humanoid,3.1.0,"4,070"
29744,30,False,Normal,Humanoid,3.0.2,"2,035"
29305,"26, 45",True,Elite,Humanoid,3.0.1,"104,544"
24810,"20, 30",True,Normal,Humanoid,3.0.1,"2,035"
26762,"30, 39",True,Normal,Humanoid,3.0.1,"2,035"
24537,"17, 59",True,Normal,Humanoid,3.0.1,"2,320"
35498,"20, 30",True,Normal,Humanoid,3.2.0,"2,035"
30472,30,False,Normal,Humanoid,3.0.2,"2,035"
32296,70,False,Normal,Humanoid,3.0.2,"112,919"
35458,30,False,Elite,Humanoid,3.2.0,"1016,151"
36624,30,False,Normal,Humanoid,3.3.0,"2,035"
28776,30,False,Normal,Humanoid,3.0.1,"2,035"
32565,"10, 30",True,Normal,Humanoid,3.0.2,"2,035"
32639,"1, 80",True,Normal,Humanoid,3.0.2,"112,919"
28698,"10, 45",True,Normal,Humanoid,3.0.1,"2,035"
28706,"20, 30",True,Normal,Humanoid,3.0.1,"1,628"
23804,"15, 59",True,Normal,Humanoid,3.0.1,"2,320"
38608,30,False,Elite,Humanoid,3.3.2,"2550,875"
31260,30,False,Elite,Humanoid,3.0.2,"276,700"
36765,30,False,Elite,Humanoid,3.3.0,"27,670"
25809,"14, 59",True,Elite,Humanoid,3.0.1,"12,865"
24111,"11, 59",True,Normal,Humanoid,3.0.1,"2,035"
40160,"20, 30",True,Normal,Humanoid,3.3.3,"1,628"
33640,30,False,Normal,Humanoid,3.1.0,"2,035"
33636,30,False,Normal,Humanoid,3.1.0,"1,628"
32693,30,False,Normal,Humanoid,3.0.2,"1,628"
26991,30,False,Normal,Humanoid,3.0.1,"2,035"
32843,30,False,Normal,Humanoid,3.0.3,"2,035"
35578,30,False,Normal,Humanoid,3.2.0,"2,035"
35573,30,False,Normal,Humanoid,3.2.0,"1,628"
35579,30,False,Normal,Humanoid,3.2.0,"2,035"
33556,30,False,Normal,Humanoid,3.1.0,"4,070"
33682,30,False,Normal,Humanoid,3.1.0,"2,035"
29473,30,False,Normal,Humanoid,3.0.2,"2,035"
37527,30,False,Elite,Humanoid,3.3.0,"203,500"
25197,"19, 58",True,Normal,Humanoid,3.0.1,"2,035"
24117,"20, 30",True,Normal,Humanoid,3.0.1,"2,035"
31581,30,False,Normal,Humanoid,3.0.2,"1,628"
28995,30,False,Normal,Humanoid,3.0.1,"1,628"
27000,30,False,Normal,Humanoid,3.0.1,"2,035"
29266,"19, 47",True,Elite,Humanoid,3.0.2,"69,696"
28709,"9, 11",True,Normal,Humanoid,3.0.1,100
33657,30,False,Normal,Humanoid,3.1.0,"4,070"
33303,30,False,Normal,Humanoid,3.1.0,"2,035"
31247,30,False,Normal,Humanoid,3.0.2,"2,035"
33554,30,False,Normal,Humanoid,3.1.0,"4,070"
29799,"30, 48",True,Elite,Humanoid,3.0.2,"40,700"
28993,"10, 30",True,Normal,Humanoid,3.0.1,"2,137"
29535,"20, 30",True,Normal,Humanoid,3.0.1,"1,628"
31261,"30, 45",True,Elite,Humanoid,3.0.2,"11,889"
38858,30,False,Normal,Humanoid,3.3.0,"102,888"
29157,"30, 45",True,Normal,Humanoid,3.0.1,"2,035"
25249,"10, 61",True,Normal,Humanoid,3.0.1,"1,907"
29548,"10, 30",True,Normal,Humanoid,3.0.1,"1,628"
28160,"19, 59",True,Elite,Humanoid,3.0.1,"6,105"
23390,30,False,Elite,Humanoid,3.3.2,"40,700"
28231,"12, 65",True,Elite,Humanoid,3.0.1,"19,078"
37713,30,False,Elite,Humanoid,3.3.0,"116,209"
29491,30,False,Normal,Humanoid,3.0.1,"1,628"
32706,30,False,Normal,Humanoid,3.0.2,"2,035"
27588,30,False,Elite,Humanoid,3.0.1,"6,439"
37942,"20, 30",True,Normal,Humanoid,3.3.0,"1,628"
29143,"10, 70",True,Normal,Humanoid,3.0.1,"16,122"
26976,"17, 30",True,Normal,Humanoid,3.0.1,410
25209,30,False,Normal,Humanoid,3.0.1,"2,035"
32494,30,False,Normal,Humanoid,3.0.2,"1,628"
29513,"19, 30",True,Normal,Humanoid,3.0.1,"2,035"
32420,30,False,Normal,Humanoid,3.0.2,"2,035"
29233,"10, 30",True,Normal,Humanoid,3.0.1,"1,604"
33134,??,False,Elite,Humanoid,3.1.0,"10101,771"
29375,30,False,Elite,Humanoid,3.0.2,"13,773"
30115,??,False,Elite,Humanoid,3.0.2,"2,253,000"
28033,"21, 48",True,Normal,Humanoid,3.0.1,"2,035"
29310,"18, 51",True,Elite,Humanoid,3.0.1,"517,200"
36658,32,False,Elite,Humanoid,3.3.0,"1,293,000"
32287,"20, 30",True,Normal,Humanoid,3.0.2,"1,628"
37949,30,False,Elite,Humanoid,3.3.0,"2548,840"
32474,"10, 30",True,Normal,Humanoid,3.0.2,410
28682,30,False,Normal,Humanoid,3.0.1,"1,628"
28114,30,False,Elite,Humanoid,3.0.1,"39,630"
26993,"10, 59",True,Normal,Humanoid,3.0.1,"2,035"
29308,"18, 50",True,Elite,Humanoid,3.0.1,"549,525"
26530,"28, 48",True,Elite,Humanoid,3.0.1,"92,117"
28692,30,False,Normal,Humanoid,3.0.1,"2,035"
37687,30,False,Normal,Humanoid,3.3.0,"101,628"
27248,"30, 45",True,Normal,Humanoid,3.0.1,"1,628"
33964,"20, 30",True,Normal,Humanoid,3.1.0,"1,628"
30186,30,False,Normal,Humanoid,3.0.2,"2,035"
25237,??,False,Elite,Humanoid,3.0.1,"11,291,900"
27102,30,False,Elite,Humanoid,3.0.1,"28,490"
25435,"10, 59",True,Normal,Humanoid,3.0.1,"2,035"
23732,"30, 58",True,Normal,Humanoid,3.0.1,"2,035"
33677,30,False,Normal,Humanoid,3.1.0,"2,035"
28721,30,False,Normal,Humanoid,3.0.1,"2,035"
35577,30,False,Normal,Humanoid,3.2.0,"2,035"
29932,32,False,Elite,Humanoid,3.0.2,"206,880"
27978,"26, 48",True,Elite,Humanoid,3.0.1,"102,867"
26999,"10, 59",True,Normal,Humanoid,3.0.1,"2,035"
25280,"10, 61",True,Normal,Humanoid,3.0.1,"2,035"
29291,"60, 70",True,Normal,Humanoid,3.0.1,"112,919"
