ID,Levels,Level Range,Classification,Type,Patch,Health
14228,30,False,Rare,Beast,1.11.1,"3,053"
7273,"17, 61",True,Elite,Beast,1.11.1,"19,190"
4015,"44, 70",True,Rare,Beast,1.11.1,"4,714"
14475,30,False,Rare,Beast,1.11.1,"3,053"
10077,"30, 59",True,Rare,Beast,1.11.1,"3,053"
11671,31,False,Elite,Beast,1.11.1,"3,036,900"
1961,"9, 48",True,Normal,Beast,1.11.1,874
1132,"5, 30",True,Rare,Beast,1.11.1,"3,053"
471,"6, 58",True,Rare,Beast,1.11.1,205
834,"5, 58",True,Normal,Beast,1.11.1,"1,426"
14339,"20, 43",True,Rare,Beast,1.11.1,"3,053"
5832,"30, 38",True,Rare,Beast,1.11.1,"1,346"
8277,30,False,Rare,Beast,1.11.1,"4,070"
5807,"9, 30",True,Rare,Beast,1.11.1,198
689,"13, 58",True,Normal,Beast,1.11.1,"2,035"
574,"22, 30",True,Rare,Beast,1.11.1,949
10806,"30, 59",True,Normal,Beast,1.11.1,"4,070"
728,"20, 42",True,Normal,Beast,1.11.1,"1,753"
3864,"26, 35",True,Elite,Beast,1.11.1,"14,270"
10356,"6, 30",True,Rare,Beast,1.11.1,132
5823,"10, 30",True,Rare,Beast,1.11.1,934
883,1,False,Normal,Beast,1.11.1,1
14491,"20, 30",True,Rare,Beast,1.11.1,"4,070"
5833,"30, 56",True,Normal,Beast,1.11.1,"6,974"
5928,"22, 49",True,Rare,Beast,1.12.1,"1,346"
14222,"28, 47",True,Rare,Beast,1.11.1,"2,365"
8211,"19, 30",True,Rare,Beast,1.11.1,"3,053"
5829,"16, 34",True,Rare,Beast,1.11.1,386
15952,??,False,Elite,Beast,1.11.1,"251,227,885"
10596,"23, 61",True,Elite,Beast,1.11.1,"67,657"
6583,"30, 59",True,Rare,Beast,1.11.1,"6,105"
5451,"30, 59",True,Normal,Beast,1.11.1,"1,626"
14227,30,False,Rare,Beast,1.11.1,"3,053"
4132,"20, 49",True,Rare,Beast,1.11.1,"4,070"
15543,??,False,Elite,Beast,1.11.1,"10299,790"
2753,"30, 52",True,Rare,Beast,1.11.1,"3,053"
12431,"11, 40",True,Rare,Beast,1.11.1,190
1559,"20, 49",True,Normal,Beast,1.11.1,"2,952"
10376,"32, 60",True,Rare Elite,Beast,1.11.1,"13,998"
15509,??,False,Elite,Beast,1.11.1,"10999,300"
833,"8, 59",True,Normal,Beast,1.11.1,"1,238"
8300,"19, 61",True,Rare,Beast,1.11.1,"3,053"
8299,"20, 61",True,Rare,Beast,1.11.1,"3,235"
6508,"30, 59",True,Normal,Beast,1.11.1,"1,804"
2476,"18, 57",True,Rare,Beast,1.11.1,"2,943"
7444,"20, 59",True,Normal,Beast,1.11.1,"3,680"
6648,"30, 31",True,Rare,Beast,1.11.1,"3,053"
462,"8, 58",True,Rare,Beast,1.11.1,893
4380,"20, 57",True,Rare,Beast,1.11.1,"1,752"
3398,"20, 58",True,Rare,Beast,1.11.1,837
5268,"20, 61",True,Normal,Beast,1.11.1,"2,035"
6581,"20, 56",True,Rare,Beast,1.11.1,"2,215"
616,"16, 58",True,Rare,Beast,1.11.1,"1,196"
2172,30,False,Rare,Beast,1.11.1,"3,053"
2442,1,False,Normal,Beast,1.11.1,1
14223,"20, 30",True,Rare,Beast,1.11.1,"6,105"
5865,"27, 30",True,Rare,Beast,1.11.1,"3,053"
8921,"19, 57",True,Normal,Beast,1.11.1,"2,355"
8207,30,False,Rare,Beast,1.11.1,"3,053"
10737,"20, 59",True,Normal,Beast,1.11.1,"4,070"
2931,"30, 45",True,Rare,Beast,1.11.1,"2,952"
15369,??,False,Elite,Beast,1.11.1,"333,100"
9042,31,False,Elite,Beast,1.11.1,"13,086"
8958,"20, 56",True,Normal,Beast,1.11.1,"2,845"
14279,"30, 39",True,Rare,Beast,1.11.1,"4,070"
9166,"20, 56",True,Normal,Beast,1.11.1,"2,035"
12677,"20, 57",True,Normal,Beast,1.11.1,"1,186"
9032,"32, 55",True,Elite,Beast,1.11.1,"45,655"
11740,"17, 59",True,Normal,Beast,1.11.1,"2,637"
14237,"30, 62",True,Rare,Beast,1.11.1,"3,053"
330,"1, 47",True,Normal,Beast,1.11.1,174
1140,30,False,Rare,Beast,1.11.1,"3,053"
11738,"17, 59",True,Normal,Beast,1.11.1,"2,747"
15366,"1, 20",True,Normal,Beast,1.12.1,86
15233,31,False,Elite,Beast,1.11.1,"1062,880"
10220,"23, 62",True,Elite,Beast,1.11.1,"46,660"
3809,30,False,Normal,Beast,1.11.1,"2,035"
11741,"19, 59",True,Normal,Beast,1.11.1,"2,747"
3825,"12, 59",True,Normal,Beast,1.11.1,557
14280,"23, 43",True,Rare,Beast,1.11.1,"5,088"
3253,"30, 38",True,Rare,Beast,1.11.1,"1,196"
15510,??,False,Elite,Beast,1.11.1,"10999,300"
3035,"1, 35",True,Normal,Beast,1.11.1,175
5350,"30, 39",True,Rare,Beast,1.11.1,"3,053"
6582,30,False,Rare,Beast,1.11.1,"3,053"
7432,"20, 59",True,Normal,Beast,1.11.1,"2,035"
5858,"15, 61",True,Normal,Beast,1.11.1,"1,595"
1225,"20, 60",True,Normal,Beast,1.11.1,"1,542"
3108,"11, 30",True,Normal,Beast,1.11.1,"2,035"
7431,"20, 59",True,Normal,Beast,1.11.1,"1,693"
2561,"20, 50",True,Normal,Beast,1.11.1,"1,536"
4316,"12, 59",True,Normal,Beast,1.11.1,628
1112,"11, 30",True,Rare,Beast,1.11.1,837
10359,"12, 30",True,Rare,Beast,1.11.1,"4,070"
4374,30,False,Elite,Beast,1.11.1,"6,960"
6021,"24, 29",True,Normal,Beast,1.11.1,893
14232,"30, 59",True,Rare,Beast,1.11.1,"1,604"
7433,"20, 59",True,Normal,Beast,1.11.1,"2,035"
1688,"5, 30",True,Normal,Beast,1.11.1,"2,035"
5352,"20, 30",True,Rare,Beast,1.11.1,"3,053"
3281,"2, 30",True,Normal,Beast,1.11.1,99
10357,"6, 30",True,Rare,Beast,1.11.1,340
11735,"20, 59",True,Normal,Beast,1.11.1,"2,645"
3653,"17, 61",True,Elite,Beast,1.11.1,"27,178"
15517,??,False,Elite,Beast,1.11.1,"101,998,600"
10807,"30, 47",True,Normal,Beast,1.11.1,"1,964"
11672,32,False,Elite,Beast,1.11.1,"6,283,080"
15370,??,False,Elite,Beast,1.11.1,"311,875"
15348,??,False,Elite,Beast,1.11.1,"124,750"
1186,"8, 59",True,Normal,Beast,1.11.1,687
3637,"13, 60",True,Elite,Beast,1.11.1,"9,791"
5429,"15, 59",True,Normal,Beast,1.11.1,"2,035"
16117,"30, 56",True,Normal,Beast,1.11.1,"2,035"
5427,"15, 59",True,Normal,Beast,1.11.1,"1,333"
730,"20, 42",True,Normal,Beast,1.11.1,"6,105"
6504,"30, 48",True,Elite,Beast,1.11.1,"6,105"
8302,"19, 61",True,Rare,Beast,1.11.1,"3,425"
4701,"30, 37",True,Normal,Beast,1.11.1,"2,035"
1111,"10, 59",True,Normal,Beast,1.11.1,"1,180"
2959,"1, 59",True,Normal,Beast,1.11.1,210
729,"17, 40",True,Normal,Beast,1.11.1,"6,105"
5356,"30, 54",True,Rare,Beast,1.11.1,"3,046"
14123,"20, 48",True,Normal,Beast,1.11.1,"1,237"
7456,"20, 59",True,Normal,Beast,1.11.1,"2,035"
3248,"10, 54",True,Normal,Beast,1.11.1,591
3810,"13, 56",True,Normal,Beast,1.11.1,965
2233,"23, 30",True,Normal,Beast,1.11.1,685
4127,"8, 58",True,Normal,Beast,1.11.1,"2,035"
687,"16, 59",True,Normal,Beast,1.11.1,"2,271"
684,"11, 58",True,Normal,Beast,1.11.1,"2,137"
10374,"22, 60",True,Elite,Beast,1.11.1,"10,905"
15372,"1, 20",True,Normal,Beast,1.12.1,86
15236,30,False,Elite,Beast,1.11.1,"1030,520"
5349,"30, 56",True,Rare,Beast,1.11.1,"2,289"
5834,"30, 38",True,Rare,Beast,1.11.1,"1,130"
628,"10, 59",True,Normal,Beast,1.11.1,"1,140"
5426,"15, 59",True,Normal,Beast,1.11.1,"1,834"
5300,"19, 59",True,Normal,Beast,1.11.1,"2,059"
2165,"20, 30",True,Normal,Beast,1.11.1,812
2973,"5, 30",True,Normal,Beast,1.11.1,77
6505,"15, 59",True,Normal,Beast,1.11.1,"1,917"
14233,"20, 47",True,Rare,Beast,1.11.1,"2,062"
14661,"30, 39",True,Normal,Beast,1.11.1,"4,070"
9622,"30, 59",True,Normal,Beast,1.11.1,"3,398"
10268,"23, 62",True,Elite,Beast,1.11.1,"46,660"
1109,"7, 58",True,Normal,Beast,1.11.1,260
8303,"19, 61",True,Rare,Beast,1.11.1,"3,053"
12676,"13, 57",True,Normal,Beast,1.11.1,"1,784"
6503,"30, 45",True,Elite,Beast,1.11.1,"4,758"
12207,"10, 53",True,Elite,Beast,1.11.1,"23,496"
5347,"30, 52",True,Rare,Beast,1.11.1,"1,831"
3461,"12, 59",True,Normal,Beast,1.11.1,166
8596,"15, 57",True,Normal,Beast,1.11.1,"3,189"
12940,"29, 58",True,Normal,Beast,1.11.1,"4,070"
822,"3, 59",True,Normal,Beast,1.11.1,82
1984,"1, 30",True,Normal,Beast,1.11.1,"2,035"
8956,"18, 45",True,Normal,Beast,1.11.1,"2,035"
8301,"20, 61",True,Rare,Beast,1.11.1,"3,725"
5856,"15, 61",True,Normal,Beast,1.11.1,"2,218"
14477,30,False,Rare,Beast,1.11.1,"3,053"
8213,"29, 36",True,Rare,Beast,1.11.1,"1,595"
9684,"30, 59",True,Normal,Beast,1.11.1,"4,070"
43,"6, 58",True,Normal,Beast,1.11.1,166
3721,"17, 58",True,Normal,Beast,1.11.1,"1,649"
118,"5, 59",True,Normal,Beast,1.11.1,87
8204,30,False,Rare,Beast,1.11.1,"3,053"
3816,"15, 59",True,Normal,Beast,1.11.1,519
1195,"8, 59",True,Normal,Beast,1.11.1,687
8205,30,False,Rare,Beast,1.11.1,"3,053"
14268,"19, 59",True,Rare,Beast,1.11.1,"3,053"
3098,"1, 30",True,Normal,Beast,1.11.1,86
2042,"1, 30",True,Normal,Beast,1.11.1,"2,035"
2043,"5, 30",True,Normal,Beast,1.11.1,111
1765,"8, 52",True,Normal,Beast,1.11.1,222
3126,"3, 54",True,Normal,Beast,1.11.1,250
4356,"15, 61",True,Normal,Beast,1.11.1,"1,571"
14234,"20, 47",True,Rare,Beast,1.11.1,"3,053"
11733,"30, 59",True,Normal,Beast,1.11.1,"2,645"
582,30,False,Normal,Beast,1.11.1,"2,035"
4689,"30, 46",True,Normal,Beast,1.11.1,346
2969,"4, 30",True,Normal,Beast,1.11.1,175
3099,"1, 35",True,Normal,Beast,1.11.1,179
8598,"15, 57",True,Normal,Beast,1.11.1,"2,747"
10619,30,False,Normal,Beast,1.11.1,"4,070"
15320,31,False,Elite,Beast,1.11.1,"10,905"
525,"1, 59",True,Normal,Beast,1.11.1,57
3820,"13, 59",True,Normal,Beast,1.11.1,"2,035"
3123,"1, 55",True,Normal,Beast,1.11.1,"2,035"
3122,"3, 35",True,Normal,Beast,1.11.1,120
7097,"20, 57",True,Normal,Beast,1.11.1,"1,752"
119,"6, 30",True,Normal,Beast,1.11.1,87
15274,"1, 20",True,Normal,Beast,1.12.1,86
2071,"21, 30",True,Normal,Beast,1.11.1,687
1985,"3, 30",True,Normal,Beast,1.11.1,57
12678,"20, 56",True,Normal,Beast,1.11.1,"1,186"
7430,"20, 59",True,Normal,Beast,1.11.1,980
4841,"15, 59",True,Normal,Beast,1.11.1,"2,475"
3636,"12, 60",True,Elite,Beast,1.11.1,"9,790"
2385,"17, 53",True,Normal,Beast,1.11.1,"2,227"
157,"7, 58",True,Normal,Beast,1.11.1,260
9600,1,False,Normal,Critter,1.11.1,27
620,1,False,Normal,Critter,1.11.1,1
10685,1,False,Normal,Critter,1.11.1,5
9700,1,False,Normal,Critter,1.11.1,5
16998,5,False,Normal,Critter,1.11.1,1014
4075,1,False,Normal,Critter,1.11.1,8
5951,1,False,Normal,Critter,1.11.1,5
16068,1,False,Normal,Critter,1.11.1,8
2620,1,False,Normal,Critter,1.11.1,8
6368,1,False,Normal,Critter,1.11.1,1
6271,1,False,Normal,Critter,1.11.1,5
1420,1,False,Normal,Critter,1.11.1,8
890,1,False,Normal,Critter,1.11.1,8
1412,1,False,Normal,Critter,1.11.1,8
3444,30,False,Normal,Critter,1.11.1,40
4953,1,False,Normal,Critter,1.11.1,5
6827,1,False,Normal,Critter,1.12.1,40
6653,1,False,Normal,Critter,1.11.1,5
15476,1,False,Normal,Critter,1.11.1,108
16030,1,False,Normal,Critter,1.11.1,8
3300,1,False,Normal,Critter,1.11.1,1
9699,1,False,Normal,Critter,1.11.1,16
2914,1,False,Normal,Critter,1.11.1,8
13321,1,False,Normal,Critter,1.11.1,40
14354,"17, 60",True,Elite,Demon,1.11.1,"13,362"
11492,"18, 61",True,Elite,Demon,1.11.1,"81,655"
11496,"18, 61",True,Elite,Demon,1.11.1,"89,260"
10813,"18, 57",True,Elite,Demon,1.11.1,"89,260"
10263,30,False,Rare Elite,Demon,1.11.1,"12,210"
6072,"15, 40",True,Normal,Demon,1.11.1,"4,070"
11490,"17, 60",True,Elite,Demon,1.11.1,"56,882"
14502,32,False,Elite,Demon,1.11.1,"63,775"
4679,"30, 59",True,Normal,Demon,1.11.1,"2,134"
8280,"30, 54",True,Rare,Demon,1.11.1,"2,289"
10078,30,False,Rare,Demon,1.11.1,"3,053"
9861,"20, 54",True,Normal,Demon,1.11.1,"3,652"
10647,"30, 37",True,Rare,Demon,1.11.1,"1,269"
11859,"59, 70",True,Normal,Demon,1.11.1,"225,838"
6115,"13, 39",True,Normal,Demon,1.11.1,"2,035"
10184,??,False,Elite,Dragonkin,1.11.1,"253,604,800"
12435,??,False,Elite,Dragonkin,1.11.1,"10449,685"
11583,??,False,Elite,Dragonkin,1.11.1,"102,165,150"
15192,??,False,Elite,Dragonkin,1.11.1,"1,221,000"
12460,33,False,Elite,Dragonkin,1.11.1,"10216,515"
5912,"21, 31",True,Rare Elite,Dragonkin,1.11.1,"10,905"
4066,30,False,Rare,Dragonkin,1.11.1,"3,053"
9568,"23, 62",True,Elite,Dragonkin,1.11.1,"81,655"
12464,32,False,Elite,Dragonkin,1.11.1,"10113,295"
3815,"30, 36",True,Normal,Dragonkin,1.11.1,888
12017,??,False,Elite,Dragonkin,1.11.1,"10916,025"
4324,"15, 60",True,Normal,Dragonkin,1.11.1,"2,493"
5278,"20, 43",True,Normal,Dragonkin,1.11.1,"2,035"
13020,??,False,Elite,Dragonkin,1.11.1,"103,331,000"
10202,"20, 30",True,Rare,Dragonkin,1.11.1,"3,053"
12457,32,False,Elite,Dragonkin,1.11.1,"1090,650"
10667,"20, 52",True,Normal,Dragonkin,1.11.1,"1,799"
14272,"10, 59",True,Rare,Dragonkin,1.11.1,"1,143"
14601,??,False,Elite,Dragonkin,1.11.1,"10999,300"
15378,??,False,Elite,Dragonkin,1.11.1,"101,599,000"
14398,"15, 55",True,Elite,Dragonkin,1.11.1,"11,600"
11983,??,False,Elite,Dragonkin,1.11.1,"10999,300"
11981,??,False,Elite,Dragonkin,1.11.1,"10999,300"
5720,"22, 59",True,Elite,Dragonkin,1.11.1,"38,254"
10196,"20, 30",True,Rare,Dragonkin,1.11.1,"3,053"
2725,"19, 53",True,Normal,Dragonkin,1.11.1,"1,765"
4323,"15, 61",True,Normal,Dragonkin,1.11.1,"2,431"
10299,"17, 57",True,Elite,Dragonkin,1.11.1,"3,819"
8400,"30, 59",True,Normal,Elemental,1.11.1,"2,854"
11502,??,False,Elite,Elemental,1.11.1,"75,829,600"
12057,??,False,Elite,Elemental,1.11.1,"25,998,720"
12056,??,False,Elite,Elemental,1.11.1,"38,998,080"
14435,??,False,Elite,Elemental,1.11.1,"203,500"
12201,"12, 61",True,Elite,Elemental,1.11.1,"38,993"
6520,"19, 59",True,Normal,Elemental,1.11.1,"2,634"
11744,"20, 59",True,Normal,Elemental,1.11.1,"1,861"
11489,"17, 60",True,Elite,Elemental,1.11.1,"86,283"
9026,"19, 51",True,Elite,Elemental,1.11.1,"24,888"
9502,"22, 61",True,Elite,Elemental,1.11.1,"63,773"
9376,"19, 59",True,Normal,Elemental,1.11.1,"8,097"
11667,"31, 32",True,Elite,Elemental,1.11.1,"3,665,130"
8923,"32, 59",True,Rare Elite,Elemental,1.11.1,"33,294"
9017,"22, 59",True,Elite,Elemental,1.11.1,"60,386"
6521,"19, 59",True,Normal,Elemental,1.11.1,"3,293"
12237,31,False,Rare Elite,Elemental,1.11.1,"17,448"
10641,"20, 30",True,Rare,Elemental,1.11.1,936
2752,30,False,Rare,Elemental,1.11.1,"4,070"
3295,"19, 38",True,Rare,Elemental,1.11.1,"3,053"
15262,30,False,Elite,Elemental,1.11.1,"10170,940"
2751,"30, 45",True,Rare,Elemental,1.11.1,"3,053"
7039,"15, 59",True,Normal,Elemental,1.11.1,"1,378"
11668,"31, 32",True,Elite,Elemental,1.11.1,"7,330,260"
8281,"19, 57",True,Rare,Elemental,1.11.1,"4,070"
10642,"21, 35",True,Rare,Elemental,1.11.1,"3,053"
15409,"9, 30",True,Normal,Elemental,1.12.1,131
3535,"11, 30",True,Rare,Elemental,1.11.1,272
13256,71,False,Elite,Elemental,1.11.1,"285,914"
6560,"30, 59",True,Normal,Elemental,1.11.1,"2,035"
7206,"18, 60",True,Elite,Elemental,1.11.1,"68,659"
14424,"23, 59",True,Rare,Elemental,1.11.1,"2,063"
14478,30,False,Rare,Elemental,1.11.1,"3,053"
7079,"12, 61",True,Elite,Elemental,1.11.1,"36,871"
8667,"15, 48",True,Normal,Elemental,1.11.1,"2,035"
2755,"30, 58",True,Elite,Elemental,1.11.1,"4,557"
14399,"16, 60",True,Elite,Elemental,1.11.1,"29,583"
11746,"20, 59",True,Normal,Elemental,1.11.1,"2,121"
3784,"20, 30",True,Normal,Elemental,1.11.1,469
10120,"20, 29",True,Elite,Elemental,1.11.1,"7,133"
13282,"12, 62",True,Elite,Elemental,1.11.1,"68,659"
12099,30,False,Elite,Elemental,1.11.1,"2,739,912"
691,"13, 55",True,Normal,Elemental,1.11.1,665
8278,30,False,Rare,Elemental,1.11.1,"4,070"
9025,"22, 52",True,Elite,Elemental,1.11.1,"48,757"
8279,"30, 58",True,Rare,Elemental,1.11.1,"2,139"
1494,"20, 42",True,Normal,Giant,1.11.1,"4,070"
11659,33,False,Elite,Giant,1.11.1,"10,616,144"
11988,??,False,Elite,Giant,1.11.1,"43,331,200"
2748,"18, 62",True,Elite,Giant,1.11.1,"68,659"
15339,??,False,Elite,Giant,1.11.1,"187,125"
2611,"20, 58",True,Normal,Giant,1.11.1,"4,052"
7228,"16, 59",True,Elite,Giant,1.11.1,"66,369"
7428,30,False,Normal,Giant,1.11.1,"6,105"
9016,"22, 59",True,Elite,Giant,1.11.1,"48,757"
8215,"29, 30",True,Rare,Giant,1.11.1,"4,070"
11658,30,False,Elite,Giant,1.11.1,"8,796,312"
2754,"30, 52",True,Rare,Giant,1.11.1,"6,105"
9938,"22, 61",True,Elite,Giant,1.11.1,"70,048"
12203,"12, 54",True,Elite,Giant,1.11.1,"73,341"
15277,32,False,Elite,Giant,1.11.1,"10485,550"
15355,32,False,Elite,Giant,1.11.1,"22,164"
6566,"1, 70",True,Normal,Humanoid,1.11.1,"8,054"
2485,"20, 70",True,Normal,Humanoid,1.11.1,"141,149"
6294,"1, 70",True,Normal,Humanoid,1.11.1,"1,745"
4656,"30, 59",True,Normal,Humanoid,1.11.1,"1,974"
8666,70,False,Normal,Humanoid,1.11.1,"112,919"
12022,"9, 30",True,Normal,Humanoid,1.11.1,"2,645"
4311,"10, 50",True,Normal,Humanoid,1.11.1,"5,929"
16116,"20, 50",True,Elite,Humanoid,1.11.1,"92,626"
7291,"18, 60",True,Elite,Humanoid,1.11.1,"56,889"
12944,30,False,Normal,Humanoid,1.11.1,"2,747"
3362,"10, 70",True,Normal,Humanoid,1.11.1,"19,346"
14347,30,False,Elite,Humanoid,1.11.1,"6,105"
1299,"1, 70",True,Normal,Humanoid,1.11.1,"2,291"
5594,"15, 30",True,Normal,Humanoid,1.11.1,"2,442"
2663,"20, 45",True,Normal,Humanoid,1.11.1,"2,035"
5518,"1, 70",True,Normal,Humanoid,1.11.1,132
16015,"28, 30",True,Normal,Humanoid,1.11.1,"4,070"
4731,"9, 30",True,Normal,Humanoid,1.11.1,"2,137"
5188,"1, 70",True,Normal,Humanoid,1.11.1,430
3977,"12, 72",True,Elite,Humanoid,1.11.1,"30,540"
1261,"9, 30",True,Normal,Humanoid,1.11.1,"2,035"
3685,"5, 30",True,Normal,Humanoid,1.11.1,120
14401,30,False,Elite,Humanoid,1.11.1,"109,156"
1321,"9, 70",True,Normal,Humanoid,1.11.1,105
9019,"22, 61",True,Elite,Humanoid,1.11.1,"84,540"
4624,"30, 61",True,Normal,Humanoid,1.11.1,"11,748"
5193,"1, 70",True,Normal,Humanoid,1.11.1,102
4752,"10, 70",True,Normal,Humanoid,1.11.1,"2,206"
4772,"11, 30",True,Normal,Humanoid,1.11.1,"2,035"
16365,"15, 30",True,Elite,Humanoid,1.11.1,"2,035"
3369,"9, 70",True,Normal,Humanoid,1.11.1,"102,005"
7947,"30, 59",True,Normal,Humanoid,1.11.1,"4,070"
448,"6, 56",True,Elite,Humanoid,1.11.1,631
2795,"9, 70",True,Normal,Humanoid,1.11.1,"1,090"
3317,"1, 70",True,Normal,Humanoid,1.11.1,126
7955,"9, 30",True,Normal,Humanoid,1.11.1,"2,544"
7952,"6, 30",True,Normal,Humanoid,1.11.1,"2,442"
7999,??,False,Elite,Humanoid,1.11.1,"135,502,800"
4730,"12, 70",True,Normal,Humanoid,1.11.1,"124,211"
6491,"1, 80",True,Normal,Humanoid,1.11.1,"17,414"
12018,??,False,Elite,Humanoid,1.11.1,"108,328,000"
11017,"9, 70",True,Normal,Humanoid,1.11.1,"7,060"
15276,??,False,Elite,Humanoid,1.11.1,"102,165,150"
11980,"30, 41",True,Elite,Humanoid,1.12.1,"72,401"
2803,30,False,Normal,Humanoid,1.11.1,"2,085"
2918,"51, 70",True,Normal,Humanoid,1.11.1,"129,857"
10181,??,False,Elite,Humanoid,1.11.1,"135,502,800"
1853,30,False,Elite,Humanoid,1.11.1,"61,050"
11261,30,False,Elite,Humanoid,1.11.1,"40,700"
3144,"7, 70",True,Normal,Humanoid,1.11.1,"15,007"
9156,"22, 61",True,Elite,Humanoid,1.11.1,"70,048"
2546,"30, 48",True,Normal,Humanoid,1.11.1,"4,070"
1148,"20, 30",True,Normal,Humanoid,1.11.1,"2,035"
1750,"9, 70",True,Normal,Humanoid,1.11.1,642
1346,"9, 70",True,Normal,Humanoid,1.11.1,150
11069,"9, 70",True,Normal,Humanoid,1.11.1,"16,928"
3137,30,False,Normal,Humanoid,1.11.1,"2,035"
2242,"18, 48",True,Normal,Humanoid,1.11.1,"2,035"
4773,"7, 30",True,Normal,Humanoid,1.11.1,"2,137"
3363,"9, 70",True,Normal,Humanoid,1.11.1,"124,211"
10618,30,False,Elite,Humanoid,1.11.1,"6,105"
7323,30,False,Normal,Humanoid,1.11.1,"2,645"
14720,??,False,Elite,Humanoid,1.11.1,"135,502,800"
15608,??,False,Elite,Humanoid,1.12.1,"3,908,800"
9499,"22, 61",True,Elite,Humanoid,1.11.1,"27,996"
5049,70,False,Normal,Humanoid,1.11.1,"115,177"
2664,"19, 45",True,Normal,Humanoid,1.11.1,"2,035"
7037,"19, 59",True,Normal,Humanoid,1.11.1,"1,732"
11486,"19, 61",True,Elite,Humanoid,1.11.1,"89,260"
11039,30,False,Normal,Humanoid,1.11.1,"2,747"
12042,"9, 30",True,Normal,Humanoid,1.11.1,"2,645"
4229,70,False,Normal,Humanoid,1.11.1,"118,565"
340,"6, 70",True,Normal,Humanoid,1.11.1,"9,870"
15953,??,False,Elite,Humanoid,1.11.1,"251,092,705"
5513,"5, 70",True,Normal,Humanoid,1.11.1,132
11557,"30, 59",True,Normal,Humanoid,1.11.1,"2,773"
6367,"5, 30",True,Normal,Humanoid,1.11.1,101
4974,"1, 70",True,Normal,Humanoid,1.11.1,"2,545"
8161,30,False,Normal,Humanoid,1.11.1,"2,544"
8983,"22, 61",True,Elite,Humanoid,1.11.1,"67,657"
1291,"1, 70",True,Normal,Humanoid,1.11.1,"9,117"
473,"6, 59",True,Normal,Humanoid,1.11.1,202
8145,"15, 30",True,Normal,Humanoid,1.11.1,"2,442"
1301,70,False,Normal,Humanoid,1.11.1,"118,565"
9451,"20, 50",True,Normal,Humanoid,1.11.1,"1,628"
11536,"19, 55",True,Normal,Humanoid,1.11.1,"2,747"
4184,"3, 52",True,Normal,Humanoid,1.11.1,"2,645"
11880,"17, 60",True,Normal,Humanoid,1.11.1,"2,747"
4561,"9, 70",True,Normal,Humanoid,1.11.1,"118,565"
