ID,Locations
616,Redridge Mountains
2172,Darkshore
2442,"Elwynn Forest, Stormwind City, Arathi Highlands, Redridge Mountains, Arathi Highlands, and Arathi Highlands"
14223,Hillsbrad Foothills
5865,Northern Barrens
8921,Blackrock Depths
8207,Tanaris
10737,Winterspring
2931,Badlands
15369,Ruins of Ahn Qiraj
9042,Blackrock Depths
8958,Felwood
14279,Hillsbrad Foothills
9166,Un Goro Crater
12677,Ashenvale
9032,Blackrock Depths
11740,Silithus
14237,Dustwallow Marsh
330,Elwynn Forest
1140,Wetlands
11738,Silithus
15366,Sunstrider Isle and Eversong Woods
15233,Temple of Ahn Qiraj
10220,Blackrock Spire
3809,Ashenvale
11741,Silithus
3825,Ashenvale
14280,Hillsbrad Foothills
3253,Southern Barrens
15510,Temple of Ahn Qiraj
3035,Mulgore
5350,Feralas
6582,Un Goro Crater
7432,Winterspring
5858,Searing Gorge
1225,Loch Modan
3108,Durotar
7431,Winterspring
2561,Arathi Highlands
4316,Northern Barrens
1112,Wetlands
10359,Tirisfal Glades
4374,Dustwallow Marsh
6021,Razorfen Kraul
14232,Dustwallow Marsh
7433,Winterspring
1688,Deathknell and Tirisfal Glades
5352,Feralas
3281,Valley of Trials
10357,Tirisfal Glades
11735,Silithus
3653,Wailing Caverns
15517,Temple of Ahn Qiraj
10807,Winterspring
11672,Molten Core
15370,Ruins of Ahn Qiraj
15348,Ruins of Ahn Qiraj
1186,Loch Modan
3637,Wailing Caverns
5429,Tanaris
16117,Eastern Plaguelands
5427,Tanaris
730,Northern Stranglethorn
6504,Un Goro Crater
8302,Blasted Lands
4701,Desolace
1111,Wetlands
2959,Mulgore and Thunder Bluff
729,Northern Stranglethorn
5356,Feralas
14123,Tanaris
7456,Winterspring
3248,Northern Barrens
3810,Ashenvale
2233,Darkshore
4127,Northern Barrens
687,Northern Stranglethorn
684,Northern Stranglethorn
10374,Blackrock Spire
15372,Sunstrider Isle and Eversong Woods
15236,Temple of Ahn Qiraj
5349,Feralas
5834,Southern Barrens
628,Duskwood
5426,Tanaris
5300,Feralas
2165,Darkshore
2973,Mulgore
6505,Un Goro Crater
14233,Dustwallow Marsh
14661,Feralas
9622,Un Goro Crater
10268,Blackrock Spire
1109,Westfall
8303,Blasted Lands
12676,Ashenvale
6503,Un Goro Crater
12207,Maraudon
5347,Feralas
3461,Northern Barrens and Southern Barrens
8596,Eastern Plaguelands
12940,Ashenvale
822,Elwynn Forest
1984,Shadowglen
8956,Felwood
8301,Blasted Lands
5856,Searing Gorge
14477,Silithus
8213,The Hinterlands
9684,Un Goro Crater
43,Elwynn Forest
3721,Ashenvale
118,Elwynn Forest
8204,Tanaris
3816,Ashenvale
1195,Loch Modan
8205,Tanaris
14268,Loch Modan
3098,Valley of Trials and Durotar
2042,Teldrassil
2043,Teldrassil
1765,Silverpine Forest
3126,Durotar
4356,Dustwallow Marsh
14234,Dustwallow Marsh
11733,Silithus
582,Grizzly Hills and Westfall
4689,Desolace
2969,Mulgore
3099,Durotar
8598,Eastern Plaguelands
10619,Winterspring
15320,Ruins of Ahn Qiraj
525,Elwynn Forest
3820,Ashenvale
3123,Durotar
3122,Durotar
7097,Felwood
119,Elwynn Forest
15274,Sunstrider Isle and Eversong Woods
2071,Darkshore
1985,Shadowglen and Teldrassil
12678,Ashenvale
7430,Winterspring
4841,Dustwallow Marsh
3636,Wailing Caverns
2385,Hillsbrad Foothills and Old Hillsbrad Foothills
157,Westfall
9600,"Un Goro Crater, Swamp of Sorrows, The Cape of Stranglethorn, and Northern Stranglethorn"
620,"Westfall, Tirisfal Glades, Elwynn Forest, Northern Barrens, Azuremyst Isle, Duskwood, Howling Fjord, Redridge Mountains, and Shattrath City"
10685,Durotar and Northern Barrens
9700,Burning Steppes and Searing Gorge
16998,Naxxramas
4075,"Ashenvale, Dire Maul, Gilneas, Stormwind City, The Lost Isles, Loch Modan, Karazhan, The Culling of Stratholme, Naxxramas, Scholomance, Arathi Highlands, Darkshore, Drustvar, Terokkar Forest, The Cape of Stranglethorn, The Deadmines, and The Shattered Halls"
5951,"Durotar, Arathi Highlands, and Valley of Trials"
16068,Ghostlands and Naxxramas
2620,"Southern Barrens, Mulgore, Northern Barrens, Westfall, Thunder Bluff, Arathi Highlands, Camp Narache, Stonetalon Mountains, Stormwind City, Arathi Highlands, and Desolace"
6368,"Sunstrider Isle, Elwynn Forest, Arathi Highlands, Silvermoon City, The Culling of Stratholme, and Gilneas City"
6271,"Mulgore, Westfall, Duskwood, Wetlands, Dustwallow Marsh, and Silvermoon City"
1420,"Orgrimmar, Black Temple, Darnassus, Durotar, Dustwallow Marsh, Felwood, Gilneas, Howling Fjord, and The Steamvault"
890,"Teldrassil, Elwynn Forest, and The Culling of Stratholme"
1412,"Dalaran, Tol Barad Peninsula, Magisters Terrace, Darnassus, Darkshore, and Dire Maul"
3444,Southern Barrens and Dalaran
4953,"Orgrimmar, Northern Stranglethorn, Durotar, Swamp of Sorrows, and Wetlands"
6827,"The Cape of Stranglethorn, The Lost Isles, Borean Tundra, Northern Stranglethorn, and The Steamvault"
6653,"Hillsbrad Foothills, Zul Drak, Swamp of Sorrows, and Twilight Highlands"
15476,"Eastern Plaguelands, Twilight Highlands, Thousand Needles, Burning Steppes, Blasted Lands, Orgrimmar, and Temple of Ahn Qiraj"
16030,"The Hinterlands, Naxxramas, Ghostlands, Hillsbrad Foothills, Howling Fjord, Undercity, and The Underbog"
3300,"Durotar, Northern Stranglethorn, Northern Barrens, The Slave Pens, and The Underbog"
9699,"Burning Steppes, Blackrock Mountain, Bloodmaul Slag Mines, and The Shattered Halls"
2914,The Black Morass and Wailing Caverns
13321,"Southern Barrens, Darnassus, Gundrak, Dire Maul, Elwynn Forest, Maraudon, Swamp of Sorrows, The Slave Pens, The Steamvault, and Zangarmarsh"
14354,Dire Maul
11492,Dire Maul
11496,Dire Maul
10813,Stratholme
10263,Blackrock Spire
6072,Ashenvale
11490,Dire Maul
14502,Dire Maul
4679,Desolace
8280,Searing Gorge
10078,Burning Steppes
9861,Felwood
10647,Ashenvale
11859,Unknown
6115,Ashenvale
14505,Orgrimmar and Stormwind City
10184,Onyxia s Lair
12435,Blackwing Lair
11583,Blackwing Lair
15192,Tanaris
12460,Blackwing Lair
5912,Wailing Caverns
4066,Stonetalon Mountains
9568,Blackrock Spire
12464,Blackwing Lair
3815,Ashenvale
12017,Blackwing Lair
4324,Dustwallow Marsh
5278,Feralas
13020,Blackwing Lair
10202,Winterspring
12457,Blackwing Lair
10667,Eastern Plaguelands
14272,Redridge Mountains
14601,Blackwing Lair
15378,Temple of Ahn Qiraj
14398,Dire Maul
11983,Blackwing Lair
11981,Blackwing Lair
10196,Winterspring
2725,Badlands
4323,Dustwallow Marsh
10299,Blackrock Spire
8400,Searing Gorge
11502,Molten Core
12057,Molten Core
12056,Molten Core
14435,Silithus
12201,Maraudon
6520,Un Goro Crater
11744,Silithus
11489,Dire Maul
9026,Searing Gorge and Blackrock Mountain
9502,Blackrock Depths
9376,Un Goro Crater
11667,Molten Core
8923,Blackrock Depths
9017,Blackrock Depths
6521,Un Goro Crater
12237,Maraudon
10641,Ashenvale
2752,Badlands
3295,Northern Barrens
15262,Temple of Ahn Qiraj
2751,Badlands
7039,Burning Steppes
11668,Molten Core
8281,Searing Gorge
10642,Ashenvale
15409,Eversong Woods
3535,Teldrassil
13256,Alterac Valley and Alterac Valley
6560,Un Goro Crater
7206,Uldaman
14424,Wetlands
14478,Silithus
7079,Gnomeregan
8667,Tanaris
2755,Arathi Highlands
14399,Dire Maul
11746,Silithus
3784,Ashenvale
10120,Uldaman
13282,Maraudon
12099,Molten Core
691,Northern Stranglethorn
8278,Searing Gorge
9025,Blackrock Depths
8279,Searing Gorge
1494,The Cape of Stranglethorn
11659,Molten Core
11988,Molten Core
2748,Uldaman
15339,Ruins of Ahn Qiraj
2611,Arathi Highlands
7228,Uldaman
7428,Winterspring
9016,Blackrock Depths
8215,The Hinterlands
11658,Molten Core
2754,Badlands
9938,Blackrock Depths
12203,Maraudon
15277,Temple of Ahn Qiraj
15355,Ruins of Ahn Qiraj
6566,Undercity and Orgrimmar
2485,Stormwind City
6294,Ironforge
4656,Desolace
8666,Stormwind City
12022,Moonglade
4311,Durotar
16116,Eastern Plaguelands
7291,Uldaman
12944,Blackrock Depths
3362,Orgrimmar
14347,Silithus
1299,Stormwind City
5594,Tanaris
2663,The Cape of Stranglethorn
5518,Stormwind City
16015,Winterspring
4731,Tirisfal Glades
5188,Orgrimmar
3977,Scarlet Monastery
1261,Dun Morogh
3685,Mulgore
14401,Blackwing Lair
1321,Stormwind City
9019,Blackrock Depths
4624,The Cape of Stranglethorn
5193,Stormwind City
4752,Orgrimmar
4772,Dun Morogh
16365,Eastern Plaguelands
3369,Orgrimmar
7947,Feralas
448,Elwynn Forest
2795,Stormwind City
3317,Orgrimmar
7955,Dun Morogh
7952,Durotar
7999,Darnassus
4730,Darnassus and Stormwind City
6491,"Suramar, Nagrand, The Jade Forest, Stormsong Valley, Gorgrond, Kun Lai Summit, Stormheim, Azsuna, Val sharah, Nazjatar, Tiragarde Sound, Frostfire Ridge, Highmountain, Talador, Drustvar, Townlong Steppes, Shadowmoon Valley, Tanaan Jungle, Tanaris, Twilight Highlands, Borean Tundra, Feralas, The Storm Peaks, Eastern Plaguelands, Howling Fjord, Blade s Edge Mountains, Isle of Thunder, Dragonblight, Hellfire Peninsula, Molten Front, Ohn ahran Plains, Spires of Arak, Valley of the Four Winds, Azshara, Boralus, Broken Shore, Deepholm, Dread Wastes, Grizzly Hills, Krasarang Wilds, The Azure Span, Thousand Needles, Vale of Eternal Blossoms, Blackrock Mountain, Emerald Dream, Northern Barrens, Searing Gorge, Stonetalon Mountains, The Waking Shores, The Wandering Isle, Uldum, Arathi Highlands, Ashenvale, Desolace, Mechagon, Shadowmoon Valley, Terokkar Forest, Wetlands, Zangarmarsh, Elwynn Forest, Gilneas City, Icecrown, Nagrand, Southern Barrens, Badlands, Darkshore, Gilneas, Mount Hyjal, Sholazar Basin, Stormwind City, Thaldraszus, The Ringing Deeps, Western Plaguelands, Westfall, Zaralek Cavern, Zul Drak, Azj Kahet, Dun Morogh, Durotar, Dustwallow Marsh, Hillsbrad Foothills, Isle of Dorn, Netherstorm, The Hinterlands, Uldum, Undercity, Winterspring, Blasted Lands, Burning Steppes, Dalaran, Mulgore, Northern Stranglethorn, Silithus, Silverpine Forest, The Cape of Stranglethorn, Tirisfal Glades, Dalaran, Eversong Woods, Ghostlands, Hallowfall, Isle of Giants, Redridge Mountains, Swamp of Sorrows, The Lost Isles, Thunder Bluff, Abyssal Depths, Darkmoon Island, Felwood, Kelp thar Forest, Loch Modan, Tol Dagor, Azuremyst Isle, Bloodmyst Isle, Crystalsong Forest, Darnassus, Duskwood, Isle of Quel Danas, Orgrimmar, Ruins of Gilneas, Shimmering Expanse, Teldrassil, The Veiled Stair, Un Goro Crater, Blackfathom Deeps, Deadwind Pass, Eye of Azshara, Moonglade, New Tinkertown, Stormshield, Sunstrider Isle, Thunder Totem, Valdrakken, Wintergrasp, Ahn Qiraj The Fallen Kingdom, Ammen Vale, Crapopolis, Darkshore, Dornogal, Echo Isles, Exile s Reach, Firelands, Heart of Fear, Mogu shan Vaults, Northshire, Shadowglen, Sunken Temple, The Bastion of Twilight, Throne of Thunder, Valley of Trials, and Warspear"
12018,Molten Core
11017,Orgrimmar
15276,Temple of Ahn Qiraj
11980,Shadowmoon Valley
2803,Felwood
2918,Ironforge
10181,Undercity
1853,Scholomance
11261,Scholomance
3144,Orgrimmar
9156,Blackrock Depths
2546,The Cape of Stranglethorn
1148,Northern Stranglethorn
1750,Stormwind City
1346,Stormwind City
11069,Stormwind City
3137,Duskwood
2242,Hillsbrad Foothills
4773,Tirisfal Glades
3363,Orgrimmar
10618,Winterspring
7323,Hillsbrad Foothills
14720,Orgrimmar
15608,The Black Morass
9499,Blackrock Depths
5049,Ironforge
2664,The Cape of Stranglethorn
7037,Burning Steppes
11486,Dire Maul
11039,Eastern Plaguelands
12042,Moonglade
4229,Darnassus
340,Stormwind City
15953,Naxxramas
5513,Stormwind City
11557,Felwood
6367,Elwynn Forest
4974,Stormwind City
8161,The Hinterlands
8983,Blackrock Depths
1291,Stormwind City
473,Elwynn Forest
8145,Feralas
1301,Stormwind City
9451,Eastern Plaguelands
11536,Eastern Plaguelands
4184,Moonglade
11880,Silithus
4561,Undercity
13217,Hillsbrad Foothills
2501,The Cape of Stranglethorn
3345,Orgrimmar
1347,Stormwind City
4753,Darnassus
8551,Eastern Plaguelands
15503,Temple of Ahn Qiraj
12796,Orgrimmar
12098,Molten Core
15174,Silithus
5565,Stormwind City
15077,The Cape of Stranglethorn
264,Duskwood
3975,Scarlet Monastery
5817,Orgrimmar
10857,Western Plaguelands
4897,Dustwallow Marsh
9056,Blackrock Depths
2496,The Cape of Stranglethorn
12783,Stormwind City
15308,Silithus
3370,Orgrimmar
3954,Ashenvale
11187,Winterspring
285,Elwynn Forest
16399,The Cape of Stranglethorn
15419,Silithus
9033,Blackrock Depths
9024,Blackrock Depths
9736,Blackrock Spire
15502,Temple of Ahn Qiraj
9596,Blackrock Spire
599,Westfall and The Deadmines
14338,Dire Maul
1317,Stormwind City
14394,Stormwind City
11189,Winterspring
9537,Blackrock Depths
99,Elwynn Forest
3347,Orgrimmar
11881,Silithus
12118,Molten Core
12919,Dustwallow Marsh
15516,Temple of Ahn Qiraj
62,Northshire
1257,Stormwind City
5499,Stormwind City
332,Stormwind City
1448,Wetlands
670,Northern Stranglethorn
116,Elwynn Forest
3546,Blasted Lands
8176,Swamp of Sorrows
7458,Winterspring
1318,Stormwind City
3359,Orgrimmar
14387,"Blackrock Mountain, Searing Gorge, and Burning Steppes"
9443,Blackrock Depths
10584,Blackrock Spire
734,Northern Stranglethorn
14753,Ashenvale
9441,Blackrock Depths
3323,Orgrimmar
2783,Arathi Highlands
68,Stormwind City and Elwynn Forest
10081,Zul Farrak
12043,Stonetalon Mountains
589,Westfall
472,Elwynn Forest
5482,Stormwind City
5519,Stormwind City
3736,Ashenvale
507,Duskwood
12785,Stormwind City
3346,Orgrimmar
7406,The Cape of Stranglethorn
7954,Dun Morogh
1286,Stormwind City
4732,Elwynn Forest
474,Elwynn Forest
947,Redridge Mountains
5174,Ironforge
3366,Orgrimmar
9437,Blackrock Depths
3654,Wailing Caverns
3332,Orgrimmar
16417,Tanaris
3319,Orgrimmar
10076,Blackrock Depths
11120,Stratholme
2490,The Cape of Stranglethorn
10559,Ashenvale
66,Elwynn Forest
6466,Orgrimmar
2150,Teldrassil
14325,Dire Maul
9450,Eastern Plaguelands
10477,Scholomance
11882,Silithus
7442,Winterspring
15263,Temple of Ahn Qiraj
1465,Loch Modan
14743,Tanaris
3690,Mulgore
3432,Northern Barrens
16418,Northern Barrens
5649,Zul Farrak and Tanaris
9046,"Searing Gorge, Blackrock Mountain, and Burning Steppes"
5861,Searing Gorge
12264,Molten Core
10997,Stratholme
3026,Thunder Bluff
16416,Winterspring
5840,Searing Gorge
2626,The Cape of Stranglethorn
2779,Arathi Highlands
3413,Orgrimmar
7057,Badlands
10856,Tirisfal Glades
10199,Winterspring
10505,Scholomance
14276,Hillsbrad Foothills
14742,Winterspring
11608,Tirisfal Glades
13219,Hillsbrad Foothills
7016,Darkshore
3679,Wailing Caverns
14392,Orgrimmar
9018,Blackrock Depths
5915,Stonetalon Mountains
8118,Stormwind City
79,Elwynn Forest
8404,Orgrimmar
596,Westfall and The Deadmines
15275,Temple of Ahn Qiraj
6650,Azshara
14754,Northern Barrens
4968,Dustwallow Marsh
3321,Orgrimmar
13439,Alterac Valley
9439,Blackrock Depths
233,Westfall
2848,The Cape of Stranglethorn
8665,Darnassus and Stormwind City
11188,Winterspring
10738,Winterspring
15127,Arathi Highlands
12259,Molten Core
15306,Silithus
8150,Desolace
3322,Orgrimmar
3357,Orgrimmar
3361,Orgrimmar
3356,Orgrimmar
2482,The Cape of Stranglethorn
5494,Stormwind City
12119,Molten Core
5835,Northern Barrens
2821,Arathi Highlands
11701,Un Goro Crater
14822,Darkmoon Island
9447,Eastern Plaguelands
3936,Feralas
5930,Stonetalon Mountains
3314,Orgrimmar
7438,Winterspring
14322,Dire Maul
4894,Dustwallow Marsh
2668,Duskwood
5483,Stormwind City
14846,Darkmoon Island
8157,Feralas
1460,Wetlands
13996,Blackwing Lair
737,The Cape of Stranglethorn
7948,Feralas
11034,Eastern Plaguelands
12781,Stormwind City
6906,Uldaman and Uldaman
3556,Silverpine Forest
2480,Hillsbrad Foothills
1314,Stormwind City
2487,The Cape of Stranglethorn
7855,Tanaris
9438,Blackrock Depths
10438,Stratholme
9543,Blackrock Depths
15402,Eversong Woods
1302,Stormwind City
12793,Orgrimmar
12795,Orgrimmar
14828,Darkmoon Island
9636,Desolace
15471,Ruins of Ahn Qiraj
14236,Dustwallow Marsh
8217,The Hinterlands
2606,Arathi Highlands
9239,Blackrock Spire
6779,Hillsbrad Foothills
3382,Northern Barrens
10921,Felwood
3537,Hillsbrad Foothills
14637,Feralas
14324,Dire Maul
289,Duskwood
2810,Arathi Highlands
3974,Scarlet Monastery
14281,Hillsbrad Foothills
11685,Desolace
1424,Westfall
10811,Stratholme
8158,Feralas
2672,The Cape of Stranglethorn
3391,Northern Barrens
5863,Southern Barrens
14425,Wetlands
1289,Stormwind City
5841,Northern Barrens
12027,Desolace
2679,Wetlands
9236,Blackrock Spire
4802,Ashenvale
2417,Hillsbrad Foothills
234,Westfall
2685,The Cape of Stranglethorn
1343,Loch Modan
9448,Eastern Plaguelands
5135,Alterac Valley and Alterac Valley
5932,Stonetalon Mountains
7439,Winterspring
1263,Dun Morogh
9027,Blackrock Depths
15188,Orgrimmar
12784,Stormwind City
7783,Blasted Lands
1386,Swamp of Sorrows
3338,Northern Barrens
1683,Loch Modan
8920,Blackrock Depths
4421,Razorfen Kraul
9237,Blackrock Spire
16112,Eastern Plaguelands
3840,Wailing Caverns
13216,Alterac Valley and Alterac Valley
5111,Ironforge
8403,Undercity
40,Elwynn Forest
5343,Feralas
14624,Searing Gorge
10639,Ashenvale
14371,Dire Maul
14323,Dire Maul
9476,Blackrock Depths
11609,Western Plaguelands
3374,Southern Barrens
10578,Durotar
2108,Wetlands
6567,Dustwallow Marsh
100,Elwynn Forest
5940,Mulgore
10096,Blackrock Depths
2988,Mulgore
2699,The Cape of Stranglethorn
3976,Scarlet Monastery
14471,Silithus
519,Westfall
3792,Ashenvale
8978,Burning Steppes
8924,Blackrock Depths
8548,Eastern Plaguelands
6228,Gnomeregan
9442,Blackrock Depths
11501,Dire Maul
12384,Eastern Plaguelands
14230,Dustwallow Marsh
7011,Uldaman
8979,Burning Steppes
5847,Southern Barrens
14368,Dire Maul
14847,Darkmoon Island
14278,Hillsbrad Foothills
4852,Uldaman
6568,Tanaris
7267,Zul Farrak
4160,Darnassus
3380,Northern Barrens
10817,Eastern Plaguelands
14721,Stormwind City
8888,Blackrock Mountain and Burning Steppes
14221,Hillsbrad Foothills
8401,Thunder Bluff
3983,Scarlet Monastery
5870,Stonetalon Mountains
4879,Dustwallow Marsh
2857,Orgrimmar
7441,Winterspring
3671,Wailing Caverns
6910,Uldaman
15659,Stormwind City
2769,Arathi Highlands
1137,Dun Morogh
1844,Eastern Plaguelands
327,Elwynn Forest
15194,Silithus
11832,Moonglade
12034,Northern Barrens
1907,The Cape of Stranglethorn
391,Westfall
11185,Winterspring
1435,Stormwind City
9219,Blackrock Spire
2545,The Cape of Stranglethorn
449,Westfall
4479,Arathi Highlands
3341,Southern Barrens
11146,Ironforge
3365,Orgrimmar
16118,Scholomance
8878,Desolace
11811,Tanaris
920,Duskwood
8178,Blasted Lands
2832,The Cape of Stranglethorn
2602,Arathi Highlands
9449,Eastern Plaguelands
4711,Desolace
11596,Desolace
14492,The Cape of Stranglethorn
518,Redridge Mountains
14326,Dire Maul
844,"Elwynn Forest, Duskwood, Redridge Mountains, and Westfall"
5769,Thunder Bluff
9336,Northern Barrens
2500,The Cape of Stranglethorn
2782,Arathi Highlands
2598,Arathi Highlands
1936,Tirisfal Glades
12958,The Hinterlands
11555,Felwood
218,Duskwood
8122,Orgrimmar
2090,Wetlands
534,Duskwood
8681,Ironforge
16134,Eastern Plaguelands
3029,Thunder Bluff
2591,Arathi Highlands
313,Elwynn Forest
1285,Stormwind City
7795,Zul Farrak
13601,Maraudon
989,Swamp of Sorrows
12336,Stormwind City
739,Northern Stranglethorn
7372,Deadwind Pass
8816,Blasted Lands
13218,Alterac Valley and Alterac Valley
6740,Stormwind City
8214,The Hinterlands
2483,Northern Stranglethorn
3028,Thunder Bluff
198,Elwynn Forest and Northshire
1295,Stormwind City
1848,Western Plaguelands
5848,Southern Barrens
8383,Stormwind City
8201,Tanaris
9999,Un Goro Crater
5809,Durotar
5564,Stormwind City
12096,Alterac Valley and Alterac Valley
3482,Northern Barrens
61,Elwynn Forest
674,Northern Stranglethorn
3489,Northern Barrens
12225,Maraudon
10082,Zul Farrak
927,Elwynn Forest
15187,Stormwind City
1307,Stormwind City
10838,Western Plaguelands
10824,Eastern Plaguelands
5768,Wailing Caverns
2698,Hillsbrad Foothills
1259,Wetlands
1260,New Tinkertown and Dun Morogh
1119,Dun Morogh
10665,Tirisfal Glades
3678,Wailing Caverns
3027,Thunder Bluff
1267,Dun Morogh
2610,Arathi Highlands
14845,Darkmoon Island
3315,Orgrimmar
3717,Ashenvale
9029,Blackrock Depths
9030,Blackrock Depths
2816,Arathi Highlands
3364,Orgrimmar
4611,Undercity
9298,Winterspring
341,Redridge Mountains
8503,New Tinkertown
295,Elwynn Forest
6574,Arathi Highlands
15500,Ahn Qiraj The Fallen Kingdom
14823,Darkmoon Island
8283,Searing Gorge
6546,Dustwallow Marsh
3313,Orgrimmar
7440,Winterspring
8127,Zul Farrak
1316,Stormwind City
8298,Blasted Lands
1294,Stormwind City
15180,Silithus
5838,Northern Barrens
5163,Ironforge
770,Northern Stranglethorn
4585,Undercity
7015,Darkshore
4254,Ironforge
6329,Gnomeregan
4574,Undercity
10828,Eastern Plaguelands
1313,Stormwind City
7453,Winterspring
8561,Eastern Plaguelands
735,Elwynn Forest
1323,Stormwind City
15289,Sunstrider Isle
123,Westfall
12696,Ashenvale
8199,Tanaris
11498,Feralas
5611,Orgrimmar
13154,Alterac Valley and Alterac Valley
5081,Stormwind City
2371,Hillsbrad Foothills
8338,Searing Gorge
4723,Northern Stranglethorn
5826,Durotar
7800,Gnomeregan
6229,Gnomeregan
6235,Gnomeregan
573,Westfall
9623,Un Goro Crater
15079,The Cape of Stranglethorn
15990,Naxxramas
9037,Blackrock Depths
16060,Naxxramas
15932,Naxxramas
10411,Stratholme
10506,Scholomance
10558,Stratholme
11936,Western Plaguelands
15552,Dustwallow Marsh
8440,Sunken Temple
11286,Western Plaguelands
15928,Naxxramas
16061,Naxxramas
11316,Western Plaguelands
11285,Western Plaguelands
10826,Eastern Plaguelands
16011,Naxxramas
15989,Naxxramas
10508,Scholomance
11121,Stratholme
572,Westfall
10503,Scholomance
10433,Scholomance
11622,Scholomance
15936,Naxxramas
16028,Naxxramas
11278,Western Plaguelands
10504,Scholomance
10435,Stratholme
10439,Stratholme
7524,Winterspring
10432,Scholomance
10436,Stratholme
15954,Naxxramas
12238,Maraudon
15956,Naxxramas
16063,Naxxramas
11283,Western Plaguelands
9397,Tanaris
10819,Eastern Plaguelands
3,Duskwood
14275,Hillsbrad Foothills
10393,Stratholme
9031,Blackrock Depths
10507,Scholomance
10901,Scholomance
1948,Silverpine Forest
626,Westfall
302,Duskwood
16065,Naxxramas
10516,Stratholme
10502,Scholomance
15931,Naxxramas
771,Duskwood
1944,Tirisfal Glades
4278,Shadowfang Keep
9039,Blackrock Depths
16064,Naxxramas
315,Duskwood
11058,Stratholme
11143,Stratholme
1658,Tirisfal Glades
3877,Shadowfang Keep
14358,Dire Maul
6488,Scarlet Monastery
522,Duskwood
1850,Western Plaguelands and Scholomance
3887,Shadowfang Keep
7272,Zul Farrak
10820,Eastern Plaguelands and Stratholme
4542,Scarlet Monastery
10808,Stratholme
8531,Eastern Plaguelands
511,Duskwood
2283,Silverpine Forest
7286,Zul Farrak
8526,Eastern Plaguelands
