ID,Levels,Level Range,Classification,Type,Patch,Health
22181,"20, 69",True,Normal,Beast,2.2.0,"3,307"
21723,30,False,Normal,Beast,2.2.0,"2,085"
21033,30,False,Normal,Beast,2.2.0,"2,095"
23616,"5, 30",True,Normal,Beast,2.2.0,"2,035"
18258,"30, 65",True,Normal,Beast,2.2.0,"4,070"
18241,30,False,Rare,Beast,2.2.0,"2,406"
18707,30,False,Normal,Beast,2.2.0,"3,208"
17133,"20, 42",True,Normal,Beast,2.2.0,624
22105,30,False,Normal,Beast,2.0.1,"2,095"
18466,"27, 30",True,Normal,Beast,2.2.0,"1,884"
23163,30,False,Elite,Beast,2.2.0,"31,705"
21901,30,False,Normal,Beast,2.2.0,"2,095"
17199,"10, 30",True,Normal,Beast,2.2.0,166
22424,"20, 30",True,Normal,Beast,2.2.0,"2,035"
19461,30,False,Normal,Beast,2.2.0,"1,424"
20729,"20, 30",True,Normal,Beast,2.2.0,"2,035"
18134,"19, 43",True,Normal,Beast,2.2.0,"1,549"
20906,"31, 50",True,Elite,Beast,2.2.0,"61,256"
18285,30,False,Normal,Beast,2.2.0,"2,442"
23219,30,False,Normal,Beast,2.2.0,"2,035"
18463,30,False,Normal,Beast,2.2.0,"2,095"
18286,"30, 33",True,Normal,Beast,2.2.0,"4,070"
17556,10,False,Normal,Beast,2.2.0,673
21124,"20, 30",True,Normal,Beast,2.2.0,"2,095"
18129,"29, 59",True,Normal,Beast,2.2.0,"2,035"
16933,"16, 30",True,Normal,Beast,2.2.0,"2,035"
23326,30,False,Normal,Beast,2.2.0,"1,571"
18283,30,False,Normal,Beast,2.2.0,"2,035"
21022,"20, 30",True,Normal,Beast,2.2.0,"2,035"
16857,"10, 48",True,Normal,Beast,2.2.0,349
19458,"13, 30",True,Normal,Beast,2.2.0,"1,018"
18884,30,False,Normal,Beast,2.2.0,"2,095"
20751,30,False,Normal,Beast,2.2.0,"2,095"
18461,30,False,Normal,Beast,2.2.0,"2,095"
21123,"20, 30",True,Normal,Beast,2.2.0,"2,095"
16520,"1, 30",True,Normal,Beast,2.2.0,"2,035"
19423,"13, 61",True,Normal,Beast,2.2.0,"1,224"
17661,"16, 30",True,Normal,Beast,2.2.0,708
21408,30,False,Normal,Beast,2.2.0,"2,095"
20283,30,False,Normal,Beast,2.2.0,"1,604"
18880,30,False,Normal,Beast,2.2.0,"2,095"
18334,"19, 45",True,Normal,Beast,2.0.1,"2,261"
17132,"18, 48",True,Normal,Beast,2.2.0,624
22052,30,False,Normal,Beast,2.2.0,"2,035"
20775,30,False,Normal,Beast,2.2.0,"3,460"
20773,30,False,Normal,Beast,2.2.0,"2,095"
22884,32,False,Elite,Beast,2.2.0,"10387,450"
22807,30,False,Normal,Beast,2.2.0,"1,604"
23169,30,False,Normal,Beast,2.2.0,"2,095"
17669,"17, 44",True,Normal,Beast,2.2.0,"8,249"
22394,30,False,Normal,Beast,2.2.0,"1,048"
16178,30,False,Elite,Beast,2.2.0,"10,533"
18281,"28, 30",True,Normal,Beast,2.2.0,"4,190"
18213,"11, 30",True,Normal,Beast,2.2.0,"1,704"
16354,"16, 60",True,Normal,Beast,2.2.0,"1,752"
24043,35,False,Elite,Beast,2.3.0,"47,922"
15651,"5, 30",True,Normal,Beast,2.2.0,211
20682,30,False,Normal,Beast,2.0.1,"4,070"
18647,30,False,Elite,Beast,2.2.0,"10,813"
17522,"19, 30",True,Normal,Beast,2.2.0,"2,035"
23501,30,False,Normal,Beast,2.2.0,"2,095"
19189,"21, 30",True,Normal,Beast,2.2.0,707
16176,"29, 30",True,Elite,Beast,2.2.0,"18,056"
15649,"5, 30",True,Normal,Beast,2.2.0,196
16180,33,False,Rare Elite,Beast,2.2.0,"56,840"
20330,"20, 30",True,Normal,Beast,2.2.0,"2,035"
15652,"6, 30",True,Normal,Beast,2.2.0,77
21878,"30, 39",True,Normal,Beast,2.2.0,"1,990"
18133,"20, 36",True,Normal,Beast,2.2.0,"2,178"
16972,"10, 38",True,Normal,Beast,2.2.0,360
17345,"15, 30",True,Normal,Beast,2.2.0,"2,035"
21042,"30, 66",True,Normal,Beast,2.2.0,"2,035"
23873,"15, 61",True,Normal,Beast,2.3.0,"3,793"
20038,30,False,Elite,Beast,2.1.0,"1048,902"
18214,"30, 32",True,Normal,Beast,2.2.0,"2,442"
19459,"11, 30",True,Normal,Beast,2.2.0,88
21854,"20, 30",True,Normal,Beast,2.2.0,"1,884"
22123,30,False,Normal,Beast,2.0.1,"2,035"
22180,"20, 69",True,Normal,Beast,2.2.0,"2,704"
25867,30,False,Elite,Beast,2.4.0,"1097,804"
21891,"17, 46",True,Normal,Beast,2.2.0,"1,697"
18155,"19, 40",True,Elite,Beast,2.2.0,"8,243"
21306,"14, 61",True,Normal,Beast,2.2.0,27
18438,30,False,Normal,Beast,2.2.0,"4,070"
23264,30,False,Normal,Beast,2.2.0,"2,095"
20777,30,False,Normal,Beast,2.2.0,"2,035"
16973,"21, 65",True,Normal,Beast,2.2.0,"2,573"
22255,30,False,Normal,Beast,2.0.1,"1,604"
17523,"19, 30",True,Normal,Beast,2.2.0,"2,035"
21956,30,False,Normal,Beast,2.2.0,"4,070"
23269,30,False,Elite,Beast,2.2.0,"13,521"
22044,"20, 30",True,Normal,Beast,2.2.0,"2,035"
17854,33,False,Elite,Beast,2.1.0,"1022,764"
20925,30,False,Normal,Beast,2.2.0,"2,095"
21804,30,False,Normal,Beast,2.2.0,943
20196,"19, 30",True,Normal,Beast,2.2.0,"1,724"
17348,"18, 30",True,Normal,Beast,2.2.0,"2,035"
21897,30,False,Normal,Beast,2.2.0,"3,771"
16348,"14, 57",True,Normal,Beast,2.2.0,"1,693"
17374,"10, 30",True,Normal,Beast,2.2.0,"2,035"
16880,"15, 65",True,Normal,Beast,2.2.0,904
18135,"19, 64",True,Normal,Beast,2.2.0,"2,446"
20998,30,False,Normal,Beast,2.2.0,"2,035"
20987,"20, 30",True,Normal,Beast,2.2.0,"2,035"
19349,"19, 70",True,Normal,Beast,2.2.0,"3,081"
17525,"9, 52",True,Normal,Beast,2.2.0,"1,229"
18470,"20, 30",True,Normal,Beast,2.2.0,624
19183,30,False,Normal,Beast,2.2.0,"2,035"
18033,30,False,Normal,Beast,2.2.0,"2,035"
20206,"14, 30",True,Normal,Beast,2.2.0,"2,035"
24922,30,False,Normal,Beast,2.4.0,"2,095"
24552,30,False,Normal,Beast,2.4.0,"8,838"
15650,"8, 30",True,Normal,Beast,2.2.0,179
17527,"18, 30",True,Normal,Beast,2.2.0,"2,035"
17035,"24, 66",True,Normal,Beast,2.2.0,"2,704"
20290,30,False,Normal,Beast,2.2.0,"2,035"
16491,30,False,Elite,Beast,2.2.0,"6,019"
18130,"11, 31",True,Normal,Beast,2.2.0,"1,549"
20714,30,False,Normal,Beast,2.2.0,"2,095"
19706,30,False,Normal,Beast,2.2.0,"1,604"
20611,30,False,Normal,Beast,2.2.0,"2,035"
17724,"10, 59",True,Elite,Beast,2.2.0,"9,986"
20387,"24, 30",True,Normal,Beast,2.2.0,"1,549"
17546,??,False,Elite,Beast,2.2.0,"23,541"
20058,"20, 30",True,Normal,Beast,2.2.0,"2,035"
17349,"9, 30",True,Normal,Beast,2.2.0,"2,035"
16171,31,False,Elite,Beast,2.2.0,"21,771"
20198,30,False,Normal,Beast,2.2.0,"2,035"
17467,1,False,Normal,Critter,2.2.0,5
22917,??,False,Elite,Demon,2.2.0,"4,568,901"
18728,??,False,Elite,Demon,2.2.0,"234,640"
15690,??,False,Elite,Demon,2.2.0,"796,740"
18694,30,False,Rare,Demon,2.2.0,"4,070"
15688,??,False,Elite,Demon,2.2.0,"146,650"
25315,??,False,Elite,Demon,2.4.2,"109,347,800"
18679,30,False,Rare,Demon,2.2.0,"3,208"
18695,30,False,Rare,Demon,2.2.0,"4,190"
19554,30,False,Elite,Demon,2.2.0,"177,961"
17968,??,False,Elite,Demon,2.2.0,"8,517,600"
18696,30,False,Rare,Demon,2.2.0,"4,190"
18683,30,False,Rare,Demon,2.2.0,"4,190"
17308,"12, 61",True,Elite,Demon,2.2.0,"78,403"
22947,??,False,Elite,Demon,2.1.0,"103,186,750"
17257,??,False,Elite,Demon,2.2.0,"103,372,866"
18584,30,False,Elite,Demon,2.2.0,"4,070"
17808,??,False,Elite,Demon,2.2.0,"102,974,300"
17842,??,False,Elite,Demon,2.3.0,"102,974,300"
25166,??,False,Elite,Demon,2.4.0,"102,018,275"
24882,??,False,Elite,Demon,2.4.0,"107,351,254"
25165,??,False,Elite,Demon,2.4.0,"102,018,275"
19755,30,False,Normal,Demon,2.2.0,"2,095"
25840,??,False,Elite,Demon,2.4.0,"101,434,132"
17381,"12, 72",True,Elite,Demon,2.2.0,"93,303"
19973,30,False,Normal,Demon,2.2.0,"2,095"
18341,"17, 48",True,Elite,Demon,2.2.0,"98,010"
17888,??,False,Elite,Demon,2.2.0,"102,974,300"
20870,"30, 36",True,Elite,Demon,2.2.0,"460,800"
19298,"12, 30",True,Normal,Demon,2.2.0,"4,070"
19852,30,False,Normal,Demon,2.2.0,"2,095"
24892,??,False,Elite,Demon,2.4.0,"102,018,275"
19960,30,False,Normal,Demon,2.2.0,"2,095"
22898,??,False,Elite,Demon,2.2.0,"103,186,960"
17678,30,False,Normal,Demon,2.2.0,"8,140"
20132,30,False,Elite,Demon,2.2.0,"230,220"
20886,"30, 36",True,Elite,Demon,2.2.0,"414,720"
19261,"10, 66",True,Normal,Demon,2.2.0,"2,529"
21499,30,False,Normal,Demon,2.2.0,"2,095"
18731,"22, 48",True,Elite,Demon,2.2.0,"122,513"
22357,30,False,Elite,Demon,2.2.0,"95,925"
17380,"12, 69",True,Elite,Demon,2.2.0,"88,464"
20885,"30, 36",True,Elite,Demon,2.2.0,"414,720"
23355,30,False,Normal,Demon,2.2.0,"4,070"
25033,30,False,Elite,Demon,2.4.0,"3,963"
24919,30,False,Normal,Demon,2.4.0,"2,095"
23353,30,False,Normal,Demon,2.2.0,"4,070"
23174,30,False,Normal,Demon,2.2.0,"2,035"
19218,"24, 52",True,Elite,Demon,2.2.0,"81,675"
19756,30,False,Normal,Demon,2.2.0,"2,035"
22281,30,False,Normal,Demon,2.2.0,"4,070"
19307,"16, 46",True,Elite,Demon,2.2.0,"49,513"
21519,30,False,Normal,Demon,2.2.0,"2,035"
17908,31,False,Elite,Demon,2.3.0,"1090,481"
20798,"11, 32",True,Normal,Demon,2.2.0,"4,070"
18978,"10, 66",True,Normal,Demon,2.2.0,924
19191,"12, 30",True,Normal,Demon,2.2.0,"1,248"
18827,"11, 39",True,Normal,Demon,2.2.0,"2,035"
19716,"21, 49",True,Normal,Demon,2.2.0,"4,242"
19527,"20, 63",True,Normal,Demon,2.2.0,"2,035"
21847,30,False,Normal,Demon,2.0.1,"2,035"
22304,30,False,Normal,Demon,2.2.0,"2,035"
19512,"26, 41",True,Elite,Demon,2.2.0,"12,790"
24555,"27, 30",True,Elite,Demon,2.4.0,"26,714"
18692,30,False,Rare,Dragonkin,2.2.0,"4,190"
15689,??,False,Elite,Dragonkin,2.2.0,"293,300"
22113,30,False,Elite,Dragonkin,2.2.0,"45,795"
21648,30,False,Elite,Dragonkin,2.2.0,"15,853"
17881,"28, 46",True,Elite,Dragonkin,2.2.0,"460,800"
17307,"12, 63",True,Elite,Dragonkin,2.2.0,"55,296"
24850,??,False,Elite,Dragonkin,2.4.0,"102,018,275"
18096,"18, 59",True,Elite,Dragonkin,2.2.0,"98,010"
21657,30,False,Elite,Dragonkin,2.2.0,"57,555"
18877,30,False,Normal,Dragonkin,2.2.0,"2,035"
18723,"17, 57",True,Elite,Dragonkin,2.2.0,"3,053"
17879,"28, 44",True,Elite,Dragonkin,2.2.0,"345,600"
19935,30,False,Elite,Dragonkin,2.2.0,"3,237"
17880,"28, 44",True,Elite,Dragonkin,2.2.0,"345,600"
23282,30,False,Normal,Dragonkin,2.2.0,"4,190"
23283,30,False,Elite,Dragonkin,2.2.0,"40,700"
21032,30,False,Normal,Dragonkin,2.2.0,"3,208"
25967,30,False,Elite,Dragonkin,2.4.0,"3,053"
23261,30,False,Normal,Dragonkin,2.2.0,"4,190"
20332,30,False,Normal,Dragonkin,2.2.0,"2,035"
23281,30,False,Elite,Dragonkin,2.2.0,"7,698"
21389,"30, 67",True,Normal,Dragonkin,2.2.0,"4,070"
23433,33,False,Normal,Dragonkin,2.2.0,"2,253"
20142,"30, 52",True,Elite,Dragonkin,2.2.0,"13,935"
21104,"27, 43",True,Elite,Dragonkin,2.2.0,"133,290"
23466,30,False,Normal,Dragonkin,2.2.0,"1,604"
20713,30,False,Normal,Dragonkin,2.2.0,"2,035"
25160,??,False,Elite,Dragonkin,2.4.0,"424,900"
23061,30,False,Normal,Dragonkin,2.2.0,"4,190"
18544,30,False,Elite,Dragonkin,2.2.0,"6,105"
22112,30,False,Elite,Dragonkin,2.2.0,"50,701"
19951,30,False,Elite,Dragonkin,2.2.0,"1,525"
19950,30,False,Elite,Dragonkin,2.0.1,"1,604"
18682,30,False,Rare,Elemental,2.2.0,"4,070"
17157,"19, 45",True,Normal,Elemental,2.0.1,"2,095"
18698,30,False,Rare,Elemental,2.2.0,"3,208"
18181,30,False,Normal,Elemental,2.2.0,814
19514,??,False,Elite,Elemental,2.2.0,"102,124,640"
22323,30,False,Normal,Elemental,2.2.0,"2,095"
18708,"24, 50",True,Elite,Elemental,2.2.0,"375,705"
22311,30,False,Normal,Elemental,2.2.0,"2,085"
21216,??,False,Elite,Elemental,2.2.0,"102,390,220"
18866,30,False,Normal,Elemental,2.2.0,"1,604"
22310,30,False,Normal,Elemental,2.2.0,"2,085"
17977,"29, 48",True,Elite,Elemental,2.2.0,"117,612"
23100,30,False,Normal,Elemental,2.2.0,"4,070"
17158,"19, 47",True,Normal,Elemental,2.2.0,624
24744,"28, 42",True,Elite,Elemental,2.4.0,"201,323"
22298,30,False,Normal,Elemental,2.2.0,"2,095"
21060,30,False,Normal,Elemental,2.0.1,"2,095"
22309,30,False,Normal,Elemental,2.2.0,"2,085"
17980,"29, 47",True,Elite,Elemental,2.2.0,"107,811"
18867,30,False,Normal,Elemental,2.2.0,"1,604"
21728,30,False,Normal,Elemental,2.0.1,"2,095"
23029,30,False,Elite,Elemental,2.2.0,"11,081"
22307,30,False,Normal,Elemental,2.2.0,"1,604"
22009,30,False,Normal,Elemental,2.2.0,"251,123"
19557,"19, 40",True,Normal,Elemental,2.2.0,"3,552"
17725,"10, 69",True,Elite,Elemental,2.2.0,"27,350"
21023,30,False,Normal,Elemental,2.1.2,"2,246"
16516,"1, 30",True,Normal,Elemental,2.2.0,"2,035"
21181,30,False,Elite,Elemental,2.2.0,"101,750"
22095,30,False,Normal,Elemental,2.2.0,"2,095"
19608,"27, 45",True,Normal,Elemental,2.2.0,"2,799"
17159,"30, 45",True,Normal,Elemental,2.2.0,"3,019"
18856,30,False,Elite,Elemental,2.2.0,"11,353"
17160,"20, 30",True,Normal,Elemental,2.2.0,624
22244,"20, 30",True,Normal,Elemental,2.2.0,"2,095"
17871,"10, 69",True,Elite,Elemental,2.2.0,"21,797"
16854,"12, 30",True,Rare,Elemental,2.2.0,"2,035"
21061,30,False,Normal,Elemental,2.2.0,"2,095"
18881,30,False,Normal,Elemental,2.0.1,"1,781"
17310,"30, 39",True,Elite,Elemental,2.2.0,"6,223"
18690,"30, 68",True,Rare,Giant,2.2.0,"8,835"
19940,30,False,Elite,Giant,2.2.0,"15,395"
19044,??,False,Elite,Giant,2.2.0,"102,390,220"
17942,"12, 71",True,Elite,Giant,2.2.0,"511,488"
17770,"12, 71",True,Elite,Giant,2.2.0,"101,376"
18411,30,False,Normal,Giant,2.2.0,"4,190"
20600,"30, 67",True,Normal,Giant,2.2.0,"5,589"
21213,??,False,Elite,Giant,2.2.0,"103,983,700"
20772,30,False,Elite,Giant,2.2.0,"12,213"
18343,"19, 48",True,Elite,Giant,2.2.0,"122,513"
20555,"30, 68",True,Elite,Giant,2.2.0,"42,366"
18124,"28, 30",True,Normal,Giant,2.2.0,"1,440"
22275,30,False,Normal,Giant,2.0.1,"4,070"
21694,"21, 58",True,Elite,Giant,2.2.0,"26,790"
23165,30,False,Elite,Giant,2.2.0,"39,631"
17585,"10, 30",True,Elite,Giant,2.1.2,"7,149"
16457,??,False,Elite,Giant,2.2.0,"113,680"
20216,"20, 67",True,Normal,Giant,2.2.0,"5,727"
19201,"20, 30",True,Normal,Giant,2.2.0,"1,248"
17723,"10, 59",True,Elite,Giant,2.2.0,"22,725"
22011,30,False,Elite,Giant,2.2.0,"12,632"
19622,??,False,Elite,Humanoid,2.2.0,"7,098,000"
19213,30,False,Normal,Humanoid,2.2.0,"4,190"
19663,30,False,Normal,Humanoid,2.2.0,"2,095"
23489,30,False,Normal,Humanoid,2.2.0,"2,095"
16264,"9, 30",True,Normal,Humanoid,2.2.0,423
23381,35,False,Normal,Humanoid,2.3.0,"253,150"
19227,30,False,Normal,Humanoid,2.2.0,"1,676"
24664,"29, 59",True,Elite,Humanoid,2.4.0,"245,025"
21212,??,False,Elite,Humanoid,2.2.0,"7,571,200"
17591,"7, 30",True,Normal,Humanoid,2.0.1,125
18756,30,False,Normal,Humanoid,2.2.0,"2,095"
18484,"20, 42",True,Normal,Humanoid,2.2.0,"2,261"
20096,30,False,Normal,Humanoid,2.2.0,"2,035"
21432,30,False,Normal,Humanoid,2.2.0,"2,095"
18697,30,False,Rare,Humanoid,2.2.0,"3,208"
17249,70,False,Normal,Humanoid,2.2.0,"111,055"
18166,??,False,Elite,Humanoid,2.2.0,"5,202"
25580,"15, 30",True,Normal,Humanoid,2.4.0,"2,095"
18677,30,False,Rare,Humanoid,2.2.0,"4,190"
16280,"9, 30",True,Normal,Humanoid,2.2.0,260
17904,"12, 30",True,Elite,Humanoid,2.2.0,"23,840"
18344,"18, 60",True,Elite,Humanoid,2.2.0,"147,015"
16585,30,False,Normal,Humanoid,2.2.0,"4,812"
17468,??,False,Elite,Humanoid,2.2.0,"52,033,200"
17890,"11, 66",True,Normal,Humanoid,2.2.0,"3,207"
19690,30,False,Normal,Humanoid,2.2.0,"2,747"
18685,30,False,Rare,Humanoid,2.2.0,"4,070"
16128,??,False,Elite,Humanoid,2.3.0,"2,320,000"
18940,"61, 80",True,Elite,Humanoid,2.2.0,"16,179"
17584,"7, 30",True,Normal,Humanoid,2.2.0,100
22082,30,False,Normal,Humanoid,2.0.1,"2,095"
20097,30,False,Normal,Humanoid,2.2.0,"2,035"
16826,"10, 38",True,Normal,Humanoid,2.2.0,"2,035"
21318,30,False,Normal,Humanoid,2.2.0,"2,035"
21292,30,False,Normal,Humanoid,2.2.0,"2,035"
18686,30,False,Rare,Humanoid,2.2.0,"4,190"
19662,30,False,Normal,Humanoid,2.2.0,"4,190"
23434,30,False,Elite,Humanoid,2.2.0,"16,040"
22274,30,False,Normal,Humanoid,2.0.1,"2,723"
19762,30,False,Normal,Humanoid,2.2.0,"2,095"
20241,30,False,Normal,Humanoid,2.2.0,"6,105"
19504,30,False,Normal,Humanoid,2.0.1,"1,604"
21749,30,False,Normal,Humanoid,2.2.0,"3,053"
19038,30,False,Normal,Humanoid,2.2.0,"3,208"
21643,30,False,Normal,Humanoid,2.2.0,"2,095"
25032,30,False,Normal,Humanoid,2.4.0,"2,095"
21906,30,False,Normal,Humanoid,2.2.0,"1,760"
18960,30,False,Normal,Humanoid,2.2.0,"2,544"
17862,"19, 51",True,Elite,Humanoid,2.2.0,"78,408"
18537,31,False,Elite,Humanoid,2.0.1,"8,672"
18382,"20, 30",True,Normal,Humanoid,2.2.0,624
18681,30,False,Rare,Humanoid,2.2.0,"4,190"
18957,30,False,Normal,Humanoid,2.2.0,"1,684"
28132,32,False,Elite,Humanoid,2.4.3,"103,680"
24393,30,False,Normal,Humanoid,2.3.0,"2,095"
16802,??,False,Elite,Humanoid,2.2.0,"133,266,000"
19837,30,False,Normal,Humanoid,2.2.0,"2,005"
18005,"28, 30",True,Normal,Humanoid,2.2.0,"1,884"
17826,"12, 71",True,Elite,Humanoid,2.2.0,"105,984"
20240,30,False,Normal,Humanoid,2.2.0,"6,285"
22841,??,False,Elite,Humanoid,2.2.0,"867,126"
18672,30,False,Normal,Humanoid,2.2.0,"2,409"
17377,"12, 72",True,Elite,Humanoid,2.2.0,"110,580"
19575,"25, 30",True,Normal,Humanoid,2.2.0,"1,607"
16583,30,False,Normal,Humanoid,2.2.0,"4,812"
29093,"1, 70",True,Normal,Humanoid,2.4.2,349
19373,30,False,Normal,Humanoid,2.2.0,"2,035"
19661,30,False,Normal,Humanoid,2.2.0,"2,723"
21655,30,False,Normal,Humanoid,2.2.0,"2,095"
19321,"10, 30",True,Normal,Humanoid,2.0.1,125
18831,??,False,Elite,Humanoid,2.2.0,"10531,160"
18531,33,False,Elite,Humanoid,2.0.1,"1,856"
19331,"10, 30",True,Normal,Humanoid,2.2.0,100
18417,"30, 48",True,Elite,Humanoid,2.2.0,"13,935"
23367,30,False,Normal,Humanoid,2.2.0,"2,095"
18911,30,False,Normal,Humanoid,2.2.0,"2,442"
23008,30,False,Normal,Humanoid,2.2.0,"3,765"
19684,"29, 33",True,Normal,Humanoid,2.2.0,"1,830"
27667,30,False,Normal,Humanoid,2.4.2,"2,095"
20980,30,False,Normal,Humanoid,2.2.0,"2,619"
18732,"22, 48",True,Elite,Humanoid,2.2.0,"118,624"
20977,"30, 33",True,Elite,Humanoid,2.2.0,"51,585"
21485,30,False,Elite,Humanoid,2.2.0,"45,795"
18596,30,False,Normal,Humanoid,2.2.0,"2,035"
17941,"12, 70",True,Elite,Humanoid,2.2.0,"470,016"
20028,30,False,Normal,Humanoid,2.2.0,"2,137"
17301,30,False,Elite,Humanoid,2.2.0,"26,893"
18693,30,False,Rare,Humanoid,2.2.0,"3,208"
23576,37,False,Elite,Humanoid,2.3.0,"10958,744"
17909,"11, 45",True,Normal,Humanoid,2.2.0,"1,364"
22948,??,False,Elite,Humanoid,2.1.2,"103,983,700"
18597,30,False,Normal,Humanoid,2.2.0,"2,095"
23863,37,False,Elite,Humanoid,2.3.0,"101,195,110"
20981,30,False,Normal,Humanoid,2.2.0,"2,619"
21494,30,False,Normal,Humanoid,2.2.0,"2,544"
16808,"22, 51",True,Elite,Humanoid,2.2.0,"205,821"
25976,30,False,Elite,Humanoid,2.4.0,"3,439"
18751,30,False,Normal,Humanoid,2.2.0,"1,283"
19521,30,False,Elite,Humanoid,2.2.0,"1,604"
20242,30,False,Normal,Humanoid,2.2.0,"6,285"
17521,??,False,Elite,Humanoid,2.2.0,"81,200"
21905,30,False,Normal,Humanoid,2.2.0,"1,760"
23245,30,False,Normal,Humanoid,2.2.2,"1,604"
25977,30,False,Elite,Humanoid,2.4.0,"3,170"
20616,30,False,Normal,Humanoid,2.2.0,"2,095"
19052,30,False,Normal,Humanoid,2.2.0,"1,628"
23578,37,False,Elite,Humanoid,2.3.0,"10717,066"
19220,"25, 54",True,Elite,Humanoid,2.2.0,"111,078"
20613,30,False,Normal,Humanoid,2.2.0,"2,095"
21474,30,False,Elite,Humanoid,2.2.0,"31,425"
19042,30,False,Normal,Humanoid,2.2.0,"3,208"
17657,"10, 30",True,Normal,Humanoid,2.2.0,374
21019,30,False,Normal,Humanoid,2.2.0,596
18473,"19, 53",True,Elite,Humanoid,2.2.0,"83,648"
21330,30,False,Elite,Humanoid,2.2.0,"1,628,000"
20916,30,False,Normal,Humanoid,2.2.0,"2,035"
19344,"14, 36",True,Normal,Humanoid,2.2.0,"1,607"
17798,"22, 61",True,Elite,Humanoid,2.2.0,"104,544"
18238,"30, 65",True,Normal,Humanoid,2.2.0,"2,095"
19880,30,False,Normal,Humanoid,2.2.0,"2,828"
20912,"30, 38",True,Elite,Humanoid,2.2.0,"380,160"
20159,"27, 30",True,Normal,Humanoid,2.2.0,"1,835"
22820,30,False,Normal,Humanoid,2.2.0,"252,723"
18805,??,False,Elite,Humanoid,2.2.0,"102,124,500"
17848,"19, 52",True,Elite,Humanoid,2.2.0,"78,408"
22060,30,False,Rare,Humanoid,2.2.0,"3,663"
18991,30,False,Normal,Humanoid,2.2.0,"2,076"
21302,30,False,Normal,Humanoid,2.0.1,"2,035"
17797,"22, 60",True,Elite,Humanoid,2.2.0,"117,612"
21215,??,False,Elite,Humanoid,2.2.0,"102,655,800"
19772,30,False,Normal,Humanoid,2.2.0,"1,604"
21214,??,False,Elite,Humanoid,2.2.0,"101,274,700"
21296,30,False,Normal,Humanoid,2.2.0,"2,239"
17832,30,False,Normal,Humanoid,2.2.0,"1,604"
26089,30,False,Elite,Humanoid,2.4.0,"3,439"
21979,30,False,Elite,Humanoid,2.2.0,"10,175"
