ID,Locations
70212,Throne of Thunder
71954,Timeless Isle
50362,Felwood
51000,Badlands
50858,Hillsbrad Foothills
51017,Felwood
64745,Kun Lai Summit
50931,Western Plaguelands
69562,Unknown
50875,Dustwallow Marsh
70494,Isle of Thunder
58455,Vale of Eternal Blossoms
59742,The Jade Forest
63537,The Jade Forest
71923,Siege of Orgrimmar
50807,Burning Steppes
50986,Stonetalon Mountains
69218,Isle of Thunder
65229,Dread Wastes
50865,Arathi Highlands
66668,The Jade Forest
70136,Dread Wastes and Townlong Steppes
69993,Isle of Giants
55786,The Wandering Isle
50725,Burning Steppes
50952,Thousand Needles
50337,Arathi Highlands
70493,Isle of Thunder
50926,Elwynn Forest
72909,Timeless Isle
56703,Dread Wastes and Valley of the Four Winds
50777,Felwood
50361,Burning Steppes
50786,Stonetalon Mountains
59534,Kun Lai Summit
50797,Swamp of Sorrows
67820,Krasarang Wilds
50897,Silithus
72452,Siege of Orgrimmar
50743,Silithus
50765,Hillsbrad Foothills
59754,The Jade Forest
62448,Townlong Steppes
69773,"The Jade Forest, Krasarang Wilds, Townlong Steppes, Isle of Thunder, Dread Wastes, Kun Lai Summit, and Isle of Giants"
50942,Elwynn Forest
72762,Timeless Isle
62023,Dread Wastes
50342,Dustwallow Marsh
63765,Dread Wastes
56833,Valley of the Four Winds
51029,Western Plaguelands
50329,Thousand Needles
66633,The Jade Forest
50940,Arathi Highlands
50730,Burning Steppes
62309,Townlong Steppes
50790,Swamp of Sorrows
64724,Dread Wastes
69306,Isle of Thunder
51076,Hillsbrad Foothills
69991,Isle of Giants
69992,Isle of Giants
50804,Arathi Highlands
50752,Elwynn Forest
58921,Valley of the Four Winds
51058,Western Plaguelands
63728,Dread Wastes
65231,Dread Wastes
50929,Hillsbrad Foothills
58453,Vale of Eternal Blossoms
50864,Felwood
50891,Arathi Highlands
62767,Dread Wastes
58070,Krasarang Wilds
63978,Vale of Eternal Blossoms
50742,Silithus
68079,Throne of Thunder
51069,Dustwallow Marsh
54988,The Jade Forest
64554,Unknown
51018,Badlands
72807,Timeless Isle
59602,Valley of the Four Winds
60202,Krasarang Wilds
68080,Throne of Thunder
66617,The Jade Forest
70004,Isle of Giants
66772,Greenstone Village
50892,Thousand Needles
69349,Isle of Thunder
64321,Valley of the Four Winds
51046,Felwood
72095,Timeless Isle
51026,Silverpine Forest
65802,Krasarang Wilds
66587,Dread Wastes
50788,Winterspring
66755,Krasarang Wilds
50785,Thousand Needles
50838,Badlands
69180,Isle of Thunder
51028,Winterspring
65559,The Wandering Isle
60051,Mogu shan Vaults
72766,Timeless Isle
50728,Badlands
67477,Isle of Thunder
50937,Western Plaguelands
69128,Isle of Thunder
69907,Isle of Thunder
58415,Kun Lai Summit and Valley of the Four Winds
51063,Arathi Highlands
65839,Kun Lai Summit
50763,Tirisfal Glades
64309,Valley of the Four Winds
51021,Badlands
51057,Hillsbrad Foothills
56752,Valley of the Four Winds
60043,Mogu shan Vaults
59756,The Jade Forest
50967,Hillsbrad Foothills
65204,"Vale of Eternal Blossoms, Vale of Eternal Blossoms, and Kun Lai Summit"
64359,The Jade Forest and Zuldazar
65552,Dread Wastes
66466,Winterspring
62541,Townlong Steppes
66442,Felwood
70075,Pursuing the Black Harvest
72249,Siege of Orgrimmar
59788,The Jade Forest
63546,Dustwallow Marsh
64616,The Veiled Stair
73691,Vale of Eternal Blossoms
71533,Ahn Qiraj The Fallen Kingdom
72870,Timeless Isle
71924,Celestial Tournament
60491,Kun Lai Summit
73282,Timeless Isle
60999,Terrace of Endless Spring
71543,Siege of Orgrimmar
68465,Kun Lai Summit
68464,The Jade Forest
68463,Townlong Steppes
71864,Timeless Isle
72970,Timeless Isle
62983,Terrace of Endless Spring
68462,Dread Wastes
62596,"Townlong Steppes, The Jade Forest, Kun Lai Summit, Dread Wastes, Vale of Eternal Blossoms, Krasarang Wilds, Valley of the Four Winds, and The Veiled Stair"
69471,Isle of Thunder
71734,Siege of Orgrimmar
73175,Timeless Isle
72769,Timeless Isle
72280,Vale of Eternal Blossoms
72245,Timeless Isle
59651,Krasarang Wilds
72767,Timeless Isle
69767,Isle of Thunder
56439,Temple of the Jade Serpent
59479,Stormstout Brewery
73157,Timeless Isle
56719,Shado Pan Monastery
72809,Timeless Isle
69336,Isle of Thunder
71919,Timeless Isle
58771,Vale of Eternal Blossoms
72888,Timeless Isle
70153,Throne of Thunder
68228,Vale of Eternal Blossoms and Shrine of Seven Stars
73162,Timeless Isle
66900,Townlong Steppes
65435,Unknown
64518,Kun Lai Summit
56777,The Jade Forest
63721,Krasarang Wilds
59369,Scholomance
71865,Siege of Orgrimmar
63596,Stormwind City
64922,Vale of Eternal Blossoms
59908,Vale of Eternal Blossoms
70398,Valley of the Four Winds
63626,Orgrimmar
50985,Gorgrond
64595,Townlong Steppes
58414,The Jade Forest
70270,Shadowmoon Valley
55143,Valley of the Four Winds
69925,Isle of Giants
61650,Vale of Eternal Blossoms
59200,Scholomance
65186,Dread Wastes
69769,"Dread Wastes, Krasarang Wilds, Townlong Steppes, Kun Lai Summit, and The Jade Forest"
50739,Dread Wastes
64599,Dread Wastes
64032,Vale of Eternal Blossoms
57405,Valley of the Four Winds
50333,Townlong Steppes
71304,Mount Hyjal
70003,Isle of Thunder
69664,Isle of Thunder
70271,Shadowmoon Valley
65098,The Jade Forest
64606,Townlong Steppes
65127,The Jade Forest
64231,Valley of the Four Winds
57620,The Wandering Isle
62996,"Vale of Eternal Blossoms, Shrine of Two Moons, and Vale of Eternal Blossoms"
66022,Orgrimmar
63327,Camp Narache
58843,Valley of the Four Winds
58632,Scarlet Halls
72057,Timeless Isle
65927,The Jade Forest
73151,Orgrimmar
69971,Dalaran
65121,Kun Lai Summit
66242,Valley of the Four Winds
70346,Townlong Steppes
69768,"Townlong Steppes, The Jade Forest, Kun Lai Summit, Dread Wastes, and Krasarang Wilds"
69473,Throne of Thunder
64318,Valley of the Four Winds
69060,Krasarang Wilds
68397,Throne of Thunder
65092,The Jade Forest
69059,Krasarang Wilds
68143,Assault on Zan vess
64605,Vale of Eternal Blossoms
65068,Stormwind City
69997,Isle of Thunder
55103,Darkmoon Island
58706,Valley of the Four Winds
69842,"Townlong Steppes, Dread Wastes, Kun Lai Summit, and The Jade Forest"
56133,Valley of the Four Winds
58564,The Jade Forest
70360,Townlong Steppes
73082,Timeless Isle
56065,The Jade Forest
68363,Deeprun Tram
50821,Dread Wastes
65114,The Jade Forest
70002,Isle of Thunder
66685,Vale of Eternal Blossoms
73190,Stormwind City
64607,Townlong Steppes
70000,Isle of Thunder
73306,Timeless Isle
64395,Valley of the Four Winds
61962,Vale of Eternal Blossoms
62822,Unknown
67370,Darkmoon Island
66126,Durotar
54870,Orgrimmar
69461,Isle of Thunder
69996,Isle of Thunder
69999,Isle of Thunder
66675,Icecrown
66678,Vale of Eternal Blossoms
70001,Isle of Thunder
69975,Stormwind City
50347,Dread Wastes
66741,Vale of Eternal Blossoms and Vale of Eternal Blossoms
50356,Dread Wastes
69841,"Townlong Steppes, Dread Wastes, Kun Lai Summit, and The Jade Forest"
68364,Brawl gar Arena
64001,Vale of Eternal Blossoms
70096,Isle of Giants
64330,Elwynn Forest
70530,Isle of Thunder
67672,Isle of Thunder
50341,Kun Lai Summit
63994,Vale of Eternal Blossoms
70414,Troves of the Thunder King
64566,Vale of Eternal Blossoms
60143,Mogu shan Vaults
60400,Mogu shan Vaults
50831,Kun Lai Summit
66936,Krasarang Wilds
66738,Kun Lai Summit
66980,The Jade Forest
50355,Townlong Steppes
64610,Vale of Eternal Blossoms
50332,Kun Lai Summit
69978,Orgrimmar
63009,Townlong Steppes
50830,Krasarang Wilds
71859,Siege of Orgrimmar
72007,Timeless Isle
66824,Uldum and Uldum
67025,The Jade Forest
69973,Dalaran
67881,Krasarang Wilds
66730,The Jade Forest
50789,Kun Lai Summit
62980,Heart of Fear
62445,Orgrimmar
70358,Townlong Steppes
62837,Heart of Fear
68078,Throne of Thunder
66822,Twilight Highlands
58761,Valley of the Four Winds
66815,Deepholm
73169,Timeless Isle
66359,Kun Lai Summit
64515,Kun Lai Summit
70535,Isle of Thunder
67662,Isle of Thunder
50836,Dread Wastes
65043,The Wandering Isle
63086,Orgrimmar
64052,Shrine of Seven Stars and Vale of Eternal Blossoms
50336,Vale of Eternal Blossoms
69633,Isle of Thunder
50840,Vale of Eternal Blossoms
66733,Krasarang Wilds
72898,Timeless Isle
63238,New Tinkertown
50817,Kun Lai Summit
60399,Mogu shan Vaults
73171,Timeless Isle
64272,The Jade Forest
68321,Krasarang Wilds
56138,Valley of the Four Winds
66636,Crystalsong Forest
56637,Stormstout Brewery
66734,Valley of the Four Winds
68000,Isle of Thunder
64124,Vale of Eternal Blossoms and Shrine of Seven Stars
71930,Celestial Tournament
50339,Valley of the Four Winds
16908,Stormwind City
58705,Valley of the Four Winds
69318,Dalaran
62737,Townlong Steppes
66352,Feralas
66739,Dread Wastes
71932,Celestial Tournament
69926,Isle of Giants
73172,Timeless Isle
73305,Timeless Isle
50816,Krasarang Wilds
50822,Vale of Eternal Blossoms
64540,Kun Lai Summit
50354,Kun Lai Summit
69749,Isle of Thunder
50769,Kun Lai Summit
72897,Timeless Isle
70400,Troves of the Thunder King
64058,"Vale of Eternal Blossoms, Shrine of Two Moons, and Vale of Eternal Blossoms"
69974,Stormwind City
50766,Valley of the Four Winds
71515,Siege of Orgrimmar
66557,Shadowmoon Valley
66478,The Hinterlands
50780,Vale of Eternal Blossoms
65129,Vale of Eternal Blossoms
50805,Dread Wastes
71929,Celestial Tournament
61724,Ragefire Chasm
64051,"Vale of Eternal Blossoms, Shrine of Two Moons, and Vale of Eternal Blossoms"
64004,Valley of the Four Winds
64582,Vale of Eternal Blossoms
66639,Zul Drak
68108,The Situation in Dalaran
66522,Deadwind Pass
66552,Nagrand
66638,Dragonblight
50820,Townlong Steppes
59080,Scholomance
63695,Vale of Eternal Blossoms
58709,Valley of the Four Winds
58228,The Jade Forest
64691,Vale of Eternal Blossoms
56705,The Jade Forest
73293,Timeless Isle
69465,Throne of Thunder
62397,Heart of Fear
66819,Mount Hyjal
71123,Dark Heart of Pandaria
73303,Timeless Isle
50349,Vale of Eternal Blossoms
70316,Isle of Thunder
70080,Isle of Thunder
61398,Mogu shan Palace
68318,Krasarang Wilds
51078,The Jade Forest
50776,Dread Wastes
68979,Orgrimmar
71161,Siege of Orgrimmar
66520,Burning Steppes
58647,Valley of the Four Winds
64940,Valley of the Four Winds
71931,Celestial Tournament
69134,Throne of Thunder
69334,Stormwind City
69321,Dalaran
73277,Timeless Isle
50734,Townlong Steppes
64597,Valley of the Four Winds
59150,Scarlet Halls
50828,Valley of the Four Winds
63179,Dread Wastes
50806,Vale of Eternal Blossoms
58708,Valley of the Four Winds
73307,Timeless Isle
63194,Northern Stranglethorn
59656,Kun Lai Summit
71454,Siege of Orgrimmar
65656,The Cape of Stranglethorn
67844,Kun Lai Summit
63014,Elwynn Forest
66918,Townlong Steppes
50733,Kun Lai Summit
64028,Vale of Eternal Blossoms
50334,Dread Wastes
62881,Vale of Eternal Blossoms
50823,The Jade Forest
65648,Westfall
64572,Vale of Eternal Blossoms
16926,Orgrimmar
71475,Siege of Orgrimmar
66518,Swamp of Sorrows
66436,Dustwallow Marsh
66551,Zangarmarsh
50782,The Jade Forest
50832,Townlong Steppes
62304,Townlong Steppes
70436,The Veiled Stair
66412,Moonglade
64191,Valley of the Four Winds
50344,Townlong Steppes
66979,The Jade Forest
62543,Heart of Fear
66635,Howling Fjord
66422,Southern Barrens
69702,Throne of Thunder
69333,Orgrimmar
58420,The Jade Forest
50351,Valley of the Four Winds
50338,The Jade Forest
66515,Searing Gorge
66550,Hellfire Peninsula
58707,Valley of the Four Winds
66162,Townlong Steppes
50388,Krasarang Wilds
68711,The Situation in Dalaran and Dalaran
68687,The Situation in Dalaran
61528,Ragefire Chasm
68904,Throne of Thunder
61567,Siege of Niuzao Temple
64516,Kun Lai Summit
72896,Timeless Isle
62880,Vale of Eternal Blossoms
58421,Valley of the Four Winds
73626,Timeless Isle
66553,Shattrath City
72536,Kun Lai Summit
68320,Krasarang Wilds
73173,Timeless Isle
62511,Heart of Fear
69964,Pursuing the Black Harvest
67992,Isle of Thunder
69846,Hillsbrad Foothills
55789,Stormwind City
65133,Vale of Eternal Blossoms
68980,Stormwind City
56732,Temple of the Jade Serpent
56448,Temple of the Jade Serpent
67871,Krasarang Wilds
66135,Northern Barrens
66241,The Jade Forest
58710,Valley of the Four Winds
68392,Krasarang Wilds
67024,The Jade Forest
44978,Orgrimmar
69550,Valley of the Four Winds
69131,Throne of Thunder
56717,Stormstout Brewery
50750,The Jade Forest
69977,Orgrimmar
63691,Vale of Eternal Blossoms
50352,Krasarang Wilds
58850,Krasarang Wilds
60544,Krasarang Wilds
62151,Dread Wastes
73666,Timeless Isle
68633,The Situation in Dalaran
69322,Tanaris
50749,Vale of Eternal Blossoms
50359,Vale of Eternal Blossoms
67993,Isle of Thunder
70236,Throne of Thunder
71480,Siege of Orgrimmar
65862,"Vale of Eternal Blossoms, Shrine of Two Moons, and Vale of Eternal Blossoms"
70243,Throne of Thunder
64067,"Vale of Eternal Blossoms, Shrine of Two Moons, and Vale of Eternal Blossoms"
72895,Timeless Isle
63349,Dread Wastes
62538,Dread Wastes
66260,Kun Lai Summit
58590,Scarlet Monastery
59583,Valley of the Four Winds
58713,Valley of the Four Winds
51059,Valley of the Four Winds
50768,Krasarang Wilds
71934,Celestial Tournament
57298,Valley of the Four Winds
58721,Valley of the Four Winds
50363,The Jade Forest
58718,Valley of the Four Winds
50808,The Jade Forest
63083,Darkshore
60040,Scarlet Monastery
69132,Throne of Thunder
69078,Throne of Thunder
62112,Vale of Eternal Blossoms
71927,Celestial Tournament
66512,Eastern Plaguelands
68319,Krasarang Wilds
58646,Valley of the Four Winds
70155,Kun Lai Summit
63614,Townlong Steppes
68717,The Situation in Dalaran and Dalaran
62774,Dread Wastes
56474,Valley of the Four Winds
68322,Krasarang Wilds
50364,Valley of the Four Winds
56406,The Jade Forest
61598,The Jade Forest
73704,Timeless Isle
60506,Krasarang Wilds
66136,Ashenvale
73174,Timeless Isle
72877,Timeless Isle
62352,Valley of the Four Winds
58463,Krasarang Wilds
59464,Stormstout Brewery
55477,The Wandering Isle
66372,Desolace
60231,Valley of the Four Winds
56747,Shado Pan Monastery
59303,Scarlet Halls
56843,Temple of the Jade Serpent
71858,Siege of Orgrimmar
58919,Vale of Eternal Blossoms
72489,Siege of Orgrimmar
65655,Duskwood
66973,Vale of Eternal Blossoms
58722,Scholomance
65651,Redridge Mountains
57744,Krasarang Wilds
61516,Townlong Steppes
64094,Shrine of Seven Stars
61749,Kun Lai Summit
57223,Valley of the Four Winds
59074,Stormstout Brewery
61485,Siege of Niuzao Temple
60583,Terrace of Endless Spring
56884,Shado Pan Monastery
32453,Dalaran
50772,Townlong Steppes
73657,Timeless Isle
64482,"Shrine of Seven Stars, Vale of Eternal Blossoms, and Vale of Eternal Blossoms"
66153,The Jade Forest
55583,The Wandering Isle
66933,Kun Lai Summit
59378,Vale of Eternal Blossoms
59714,Krasarang Wilds
70069,Isle of Thunder
65891,Valley of the Four Winds
73170,Timeless Isle
71152,Siege of Orgrimmar
65478,Dread Wastes
61819,Kun Lai Summit
65574,Vale of Eternal Blossoms and Shrine of Seven Stars
73030,Timeless Isle
65310,"Dazar alor, Boralus, The Azure Span, Orgrimmar, Shrine of the Storm, Temple of Sethraliss, Zuldazar, Alterac Valley, Arathi Basin, Arathi Highlands, Atal Dazar, Broken Shore, De Other Side, Deepwind Gorge, Drustvar, Elwynn Forest, Freehold, Halls of Atonement, Iron Docks, Ironforge, Mists of Tirna Scithe, Nazmir, Plaguefall, Skyhold, Spires of Ascension, Stormwind City, Tarren Mill vs Southshore, The Battle for Gilneas, The MOTHERLODE, The Necrotic Wake, The Underrot, Theater of Pain, Tiragarde Sound, Tol Dagor, Valley of the Four Winds, and Vol dun"
43929,Unknown
50358,Isle of Thunder
71504,Siege of Orgrimmar
69427,Throne of Thunder
69347,Isle of Thunder
71933,Celestial Tournament
71466,Siege of Orgrimmar
67127,Vale of Eternal Blossoms
69241,Isle of Thunder
70022,Isle of Giants
73281,Timeless Isle
72048,Timeless Isle
61657,Ragefire Chasm
50335,Hillsbrad Foothills
60009,Mogu shan Vaults
69341,Isle of Thunder
61658,Ragefire Chasm
69809,Isle of Thunder
61408,Ragefire Chasm
58633,Scholomance
69800,Isle of Thunder
59153,Scholomance
69961,Isle of Thunder
70586,Throne of Thunder
59184,Scholomance
59613,Scholomance
70440,Throne of Thunder
