ID,Name
66739,Wastewalker Shu
71932,Wise Mari
69926,Dohaman the Beast Lord
73172,Flintlord Gairan
73305,Mistweaver Ai
50816,Ruun Ghostpaw
50822,Ai-Ran the Shifting Cloud
64540,Anduin Wrynn
50354,Havak
69749,Qi'nor
50769,Zai the Outcast
72897,Blazebound Chanter
70400,God-Hulk Gulkan
64058,Jorunga Stonehoof
69974,Knight-Lieutenant T'Maire Sydes
50766,Sele'na
71515,General Nazgrim
66557,Bloodknight Antari
66478,David Kosse
50780,Sahn Tidehunter
65129,Zen Master Lao
50805,Omnis Grinlok
71929,"Sully ""The Pickle"" McLeary"
61724,Commander Bagran
64051,Esha the Loommaiden
64004,Ghostly Pandaren Fisherman
64582,Gentle San
66639,Gutretch
68108,Lady Jaina Proudmoore
66522,Lydia Accoste
66552,Narrok
66638,Okrut Dragonwaste
50820,Yul Wildpaw
59080,Darkmaster Gandling
63695,Baolai the Immolator
58709,Chee Chee
58228,Instructor Skythorn
64691,Lorewalker Huynh
56705,Singegruff
73293,Whizzig
69465,Jin'rokh the Breaker
62397,Wind Lord Mel'jarak
66819,Brok
71123,Echo of Y'Shaarj
73303,Emperor Shaohao
50349,Kang the Soul Thief
70316,Taoshi
70080,Windweaver Akil'amon
61398,Xin the Weaponmaster
68318,Dalan Nightbreaker
51078,Ferdinand
50776,Nalash Verdantis
68979,Voidbinder Zorlan
71161,Kil'ruk the Wind-Reaver
66520,Durin Darkhammer
58647,Ella
64940,Merchant Cheng
71931,Taran Zhu
69134,Kazra'jin
69334,Adherent Hanjun
69321,Herwin Steampop
73277,Leafmender
50734,Lith'ik the Stalker
64597,Nana Mudclaw
59150,Flameweaver Koegler
50828,Bonobos
63179,Mistblade Scale-Lord
50806,Moldo One-Eye
58708,Sho
73307,Speaker Gulan
63194,Steven Lisbane
59656,The Fearmaster
71454,Malkorok
65656,Bill Buckler
67844,Malkorok
63014,Marcus Jensen
66918,Seeker Zusshi
50733,Ski'thik
64028,Challenger Soong
50334,Dak the Breaker
62881,Gaohun the Soul-Severer
50823,Mister Ferocious
65648,Old MacDonald
64572,Sara Finkleswitch
16926,Vivica Starshot
71475,Rook Stonetoe
66518,Everessa
66436,Grazzle the Great
66551,Ras'an
50782,Sarnak
50832,The Yowler
62304,Ban Bearheart
70436,Blacktalon Quartermaster
66412,Elena Flutterfly
64191,Ghostly Pandaren Craftsman
50344,Norlaxx
66979,Stonebreaker Ruian
62543,Blade Lord Ta'yak
66635,Beegle Blastfuse
66422,Cassandra Kaboom
69702,Dark Ritualist
69333,Disciple Jusi
58420,Instructor Windblade
50351,Jonn-Dar
50338,Kor'nas Nightsavage
66515,Kortas Darkhammer
66550,Nicki Tinytech
58707,Old Hillpaw
66162,Scotty
50388,Torik-Ethis
68711,Uda the Beast
68687,Vereesa Windrunner
61528,Lava Guard Gordoth
68904,Suen
61567,Vizier Jin'bak
64516,Cousin Slowhands
72896,Eternal Kilnmaster
62880,Gochao the Ironfist
58421,Hemet Nesingwary
73626,Little Tommy Newcomer
66553,Morulu The Elder
72536,Trial Master Rotun
68320,Ubunti the Shade
73173,Urdur the Cauterizer
62511,Amber-Shaper Un'sok
69964,Kanrethad Ebonlocke
67992,Lady Jaina Proudmoore
69846,Reislek's Ghost
55789,Rell Nightwind
65133,Shao-Tien Sorcerer
68980,Voidbinder Sturzah
56732,Liu Flameheart
56448,Wise Mari
67871,Bilgewater Miner
66135,Dagra the Fierce
66241,Hong the Kindly
58710,Jogu the Drunk
68392,King Varian Wrynn
67024,Rockseeker Guo
44978,Sesebi
69550,Valley of the Four Winds Flame Guardian
69131,Frost King Malakk
56717,Hoptallus
50750,Aethis
69977,Blood Guard Zar'shi
63691,Huo-Shuang
50352,Qu'nas
58850,Sunwalker Scout
60544,Thelonius
62151,Xaril the Poisoned Mind
73666,Archiereus of Flame
68633,Archmage Aethas Sunreaver
69322,Capps Carlin
50749,Kal'tik the Blight
50359,Urgolax
67993,Vereesa Windrunner
70236,Zandalari Storm-Caller
71480,Sun Tenderheart
65862,Ala'thinel
70243,Archritualist Kelada
64067,Barleyflower
72895,Burning Berserker
63349,Deck Boss Arie
62538,Kil'ruk the Wind-Reaver
66260,Master Hight
58590,Scarlet Zealot
59583,Trader Jambeezi
58713,Anthea Ironpaw
51059,Blackhoof
50768,Cournith Waterstrider
71934,Dr. Ion Goldbloom
57298,Farmer Fung
58721,Farmer Yoon
50363,Krax'ik
58718,Merchant Greenfield
50808,Urobi the Walker
63083,Will Larsons
60040,Commander Durand
69132,High Priestess Mar'li
69078,Sul the Sandcrawler
62112,Bowmistress Li
71927,Chen Stormstout
66512,Deiza Plaguehorn
68319,Disha Fearwarden
58646,Farmer Yoon
70155,Griftah
63614,Ling of the Six Pools
68717,Magistrix Vesara
62774,Malik the Unscathed
56474,Mudmug
68322,Muerta
50364,Nal'lak the Ripper
56406,Rivett Clutchpop
61598,Silkweaver Rui
73704,Stinkbraid
60506,Thelonius
66136,Analynn
73174,Archiereus of Flame
72877,Ashleaf Sprite
62352,Chief Salyis
58463,Despondent Warden of Zhu
59464,Hopper
55477,Ji Firepaw
66372,Merda Stronghoof
60231,Wing Nga
56747,Gu Cloudstrike
59303,Houndmaster Braun
56843,Lorewalker Stonestep
71858,Wavebinder Kardris
58919,Anji Autumnlight
72489,Barkeep Morag
65655,Eric Davidson
66973,Kai Featherfall
58722,Lilian Voss
65651,Lindsay
57744,Mei Barrelbottom
61516,Sra'thik Drone
64094,Tanner Pang
61749,The Metal Paw
57223,Tricky Maizer
59074,Uncle Gao
61485,General Pa'valak
60583,Protector Kaolan
56884,Taran Zhu
50772,Eshelon
73657,Great Chef Woo
64482,Healer Nan
66153,Hozen Scavenger
55583,Ji Firepaw
66933,Kishak
59378,Paleblade Flesheater
59714,Riverblade Raider
70069,Shan'ze Animator
65891,Traveling Trader
73170,Watcher Osu
71152,Skeer the Bloodseeker
65478,Adjunct Zet'uk
61819,Ban Bearheart
65574,Brad Rhodes
73030,Chen Stormstout
65310,Turnip Punching Bag
43929,Blingtron 4000
50358,Haywire Sunreaver Construct
71504,Siegecrafter Blackfuse
69427,Dark Animus
69347,Incomplete Drakkari Colossus
71933,Blingtron 4000
71466,Iron Juggernaut
67127,Training Dummy
69241,Gura the Reclaimed
70022,Ku'ma
73281,Dread Ship Vazuvius
72048,Rattleskew
61657,Adolescent Flame Hound
50335,Alitus
60009,Feng the Accursed
69341,Echo of Kros
61658,Mature Flame Hound
69809,Forgemaster Deng
61408,Adarogg
58633,Instructor Chillheart
69800,Haqin of the Hundred Spears
59153,Rattlegore
69961,Sparkmancer Vu
70586,Eternal Guardian
59184,Jandice Barov
59613,Professor Slate
70440,Monara
