ID,Levels,Level Range,Classification,Type,Patch,Health
39224,"2, 30",True,Normal,Beast,4.0.3,"2,035"
37718,"13, 15",True,Normal,Beast,4.0.3,125
41614,35,False,Elite,Beast,4.0.1,"15,024"
39149,"20, 59",True,Elite,Beast,4.0.3,"6,420"
42855,"28, 43",True,Normal,Beast,4.0.3,248
42338,"30, 51",True,Normal,Beast,4.0.3,"2,035"
49871,"1, 50",True,Normal,Beast,4.0.1,86
36206,30,False,Normal,Beast,4.0.3,"3,208"
38708,"30, 59",True,Elite,Beast,4.0.3,"18,315"
45402,"19, 58",True,Rare,Beast,4.0.3,950
48765,"20, 59",True,Normal,Beast,4.0.3,"4,542"
37989,4,False,Normal,Beast,4.0.3,50
45353,35,False,Normal,Beast,4.0.1,"2,854"
51676,35,False,Normal,Beast,4.0.6,"2,854"
42504,"9, 34",True,Normal,Beast,4.0.1,"2,035"
36304,"11, 59",True,Normal,Beast,4.0.1,"1,867"
44089,"14, 58",True,Normal,Beast,4.0.1,992
43340,"14, 58",True,Elite,Beast,4.0.3,"2,664"
40717,"19, 59",True,Normal,Beast,4.0.3,"1,834"
43339,35,False,Normal,Beast,4.0.1,"7,135"
48278,"8, 55",True,Normal,Beast,4.0.3,"8,562"
46317,35,False,Normal,Beast,4.0.1,"2,854"
37557,"10, 59",True,Normal,Beast,4.0.3,542
41645,35,False,Normal,Beast,4.0.1,"1,989"
38845,"13, 16",True,Normal,Beast,4.0.1,290
52648,35,False,Normal,Beast,4.1.0,"2,854"
42657,35,False,Normal,Beast,4.0.1,"2,854"
43007,"30, 59",True,Elite,Beast,4.0.3,"4,138"
40200,"34, 38",True,Normal,Beast,4.0.3,"2,854"
49251,30,False,Normal,Beast,4.0.1,"2,340"
47072,35,False,Normal,Beast,4.0.1,"5,040"
47769,35,False,Normal,Beast,4.0.3,"3,139"
49346,"20, 59",True,Normal,Beast,4.0.3,"2,035"
38305,"30, 59",True,Elite,Beast,4.0.3,"8,626"
46970,35,False,Normal,Beast,4.0.1,"2,426"
56160,"65, 80",True,Normal,Beast,4.3.0,"225,838"
43181,35,False,Normal,Beast,4.0.1,"2,854"
42170,"8, 48",True,Normal,Beast,4.0.1,"2,035"
45825,"29, 30",True,Normal,Beast,4.0.1,"1,884"
41504,35,False,Elite,Beast,4.0.1,"25,041"
51673,"30, 47",True,Normal,Beast,4.0.6,"1,604"
44425,35,False,Normal,Beast,4.0.1,"2,854"
42235,"30, 54",True,Normal,Beast,4.0.3,"2,020"
43084,"19, 58",True,Normal,Beast,4.0.1,"1,010"
56035,"70, 80",True,Normal,Beast,4.3.0,"112,919"
40819,35,False,Normal,Beast,4.0.3,"1,989"
39385,"9, 30",True,Normal,Beast,4.0.1,735
43417,"20, 48",True,Normal,Beast,4.0.3,"2,035"
48248,"15, 59",True,Normal,Beast,4.0.3,"1,897"
41401,"15, 42",True,Normal,Beast,4.0.1,"1,434"
44551,"19, 58",True,Normal,Beast,4.0.1,"1,626"
40015,"35, 36",True,Elite,Beast,4.0.3,"36,353"
44906,"12, 54",True,Normal,Beast,4.0.3,685
34894,"10, 59",True,Normal,Beast,4.0.3,"1,190"
44020,"10, 60",True,Normal,Beast,4.0.1,"1,110"
51760,35,False,Normal,Beast,4.0.6,"2,854"
40527,30,False,Normal,Beast,4.0.3,"2,035"
48191,"20, 57",True,Normal,Beast,4.0.3,"1,693"
48155,30,False,Normal,Beast,4.0.1,"2,095"
40223,"31, 35",True,Normal,Beast,4.0.3,"2,181"
42523,35,False,Normal,Beast,4.0.1,285
36500,"11, 57",True,Normal,Beast,4.0.3,"1,694"
46608,35,False,Elite,Beast,4.0.3,"18,900"
44474,"19, 30",True,Normal,Beast,4.0.3,"2,035"
37956,"1, 30",True,Normal,Beast,4.0.3,57
42766,35,False,Normal,Beast,4.0.1,"3,425"
51714,30,False,Normal,Beast,4.1.0,"2,035"
50320,"30, 59",True,Normal,Beast,4.0.3,"1,601"
44594,"20, 48",True,Normal,Beast,4.0.1,"1,388"
37492,"12, 15",True,Normal,Beast,4.0.1,197
33374,"11, 34",True,Normal,Beast,4.0.3,627
53096,35,False,Elite,Beast,4.2.0,"25319,480"
39588,"32, 35",True,Normal,Beast,4.0.1,"2,854"
52877,35,False,Normal,Beast,4.1.0,"2,854"
44184,"15, 59",True,Normal,Beast,4.0.1,611
48442,"8, 55",True,Normal,Beast,4.0.3,"8,562"
48802,1,False,Normal,Critter,4.0.3,5
50419,1,False,Normal,Critter,4.0.3,5
47682,1,False,Normal,Critter,4.0.3,1
48630,1,False,Normal,Critter,4.0.3,27
48848,1,False,Normal,Critter,4.0.3,5
48706,1,False,Normal,Critter,4.0.3,27
50481,1,False,Normal,Critter,4.0.1,1
48683,1,False,Normal,Critter,4.0.1,5
49779,1,False,Normal,Critter,4.0.1,5
50491,1,False,Normal,Critter,4.0.1,27
47667,1,False,Normal,Critter,4.0.3,8
50496,1,False,Normal,Critter,4.0.1,8
44710,1,False,Normal,Critter,4.0.1,1
48686,1,False,Normal,Critter,4.0.1,1
47120,??,False,Elite,Demon,4.0.3,"1021,473,000"
55869,??,False,Elite,Demon,4.3.0,"252,844,000"
54969,??,False,Elite,Demon,4.3.0,"3,664,800"
48154,"30, 51",True,Normal,Demon,4.0.3,"1,847"
46950,"15, 55",True,Normal,Demon,4.0.3,"1,628"
52363,??,False,Elite,Demon,4.2.0,"252,611,170"
41280,30,False,Elite,Demon,4.0.3,"16,280"
45262,"19, 61",True,Rare,Demon,4.0.3,"4,966"
50318,30,False,Normal,Demon,4.0.3,"2,035"
41165,"29, 30",True,Normal,Demon,4.0.3,"4,070"
50321,"30, 58",True,Normal,Demon,4.0.3,489
41471,"19, 51",True,Normal,Demon,4.0.3,"2,035"
39625,"34, 42",True,Elite,Dragonkin,4.0.1,"4,149,700"
50062,"30, 61",True,Rare,Dragonkin,4.0.3,"28,540"
58195,70,False,Normal,Dragonkin,4.3.0,"152,441"
45213,??,False,Elite,Dragonkin,4.0.3,"254,740,000"
41376,??,False,Elite,Dragonkin,4.0.3,"256,598,080"
41378,??,False,Elite,Dragonkin,4.0.3,"254,459,392"
43214,"35, 50",True,Elite,Dragonkin,4.0.1,"4,149,700"
45992,??,False,Elite,Dragonkin,4.0.3,"256,067,200"
41442,??,False,Elite,Dragonkin,4.0.3,"253,792,000"
43873,"35, 49",True,Elite,Dragonkin,4.0.1,"6,639,520"
52382,"35, 58",True,Elite,Dragonkin,4.2.0,"2,854"
52408,"35, 59",True,Elite,Dragonkin,4.2.0,"2,854"
55294,??,False,Elite,Dragonkin,4.3.0,"255,286,174"
39384,"20, 59",True,Normal,Dragonkin,4.0.3,"2,035"
55476,35,False,Elite,Dragonkin,4.3.0,"25713,500"
42043,"16, 31",True,Normal,Dragonkin,4.0.1,592
42042,"16, 45",True,Normal,Dragonkin,4.0.1,"1,285"
54432,37,False,Elite,Dragonkin,4.3.0,"259,590"
46916,"30, 51",True,Normal,Dragonkin,4.0.1,"1,752"
46654,"18, 50",True,Normal,Dragonkin,4.0.3,"2,035"
57777,35,False,Elite,Dragonkin,4.3.0,"14,270"
45993,??,False,Elite,Dragonkin,4.0.3,"256,067,200"
58153,35,False,Normal,Dragonkin,4.3.0,"102,854"
52835,30,False,Elite,Dragonkin,4.2.0,"13,228"
39698,"34, 38",True,Elite,Dragonkin,4.0.3,"4,979,640"
46141,35,False,Normal,Dragonkin,4.0.1,"2,854"
46471,??,False,Elite,Dragonkin,4.0.3,"20,350,000"
58207,??,False,Elite,Dragonkin,4.3.0,"467,900"
42522,35,False,Elite,Dragonkin,4.0.1,"15,988"
45788,35,False,Normal,Dragonkin,4.0.1,"1,989"
47605,??,False,Elite,Dragonkin,4.0.1,"1,712,400"
52995,35,False,Elite,Dragonkin,4.2.0,"2,854"
46914,"15, 59",True,Normal,Dragonkin,4.0.3,"2,035"
41270,??,False,Elite,Dragonkin,4.0.3,"251,279,800"
42044,"20, 30",True,Elite,Dragonkin,4.0.3,"5,651"
50086,35,False,Rare,Dragonkin,4.0.3,"4,281"
47797,"35, 48",True,Normal,Dragonkin,4.0.1,"3,139"
48394,35,False,Normal,Dragonkin,4.0.1,597
39394,"20, 59",True,Normal,Dragonkin,4.0.3,"2,282"
58208,??,False,Elite,Dragonkin,4.3.0,"798,700"
48415,37,False,Elite,Dragonkin,4.0.3,"25106,890"
55488,35,False,Elite,Dragonkin,4.3.0,"24,206"
46861,"30, 51",True,Elite,Dragonkin,4.0.1,"20,350"
44767,"20, 46",True,Rare,Dragonkin,4.0.3,"3,053"
47010,"19, 48",True,Rare,Dragonkin,4.0.1,"1,511"
57910,35,False,Elite,Dragonkin,4.3.0,"78,404"
46655,30,False,Normal,Dragonkin,4.0.3,"2,035"
39867,??,False,Elite,Dragonkin,4.0.3,"28,540,000"
53349,30,False,Elite,Dragonkin,4.2.0,"2,035"
57802,35,False,Elite,Dragonkin,4.3.0,"68,496"
41030,"35, 42",True,Normal,Dragonkin,4.0.1,"2,854"
56781,??,False,Elite,Dragonkin,4.3.0,"251,931,273"
56173,??,False,Elite,Elemental,4.3.0,"2510,958,090"
52409,??,False,Elite,Elemental,4.2.0,"2524,855,082"
46753,??,False,Elite,Elemental,4.0.3,"256,193,600"
52530,??,False,Elite,Elemental,4.2.0,"2523,349,330"
52558,??,False,Elite,Elemental,4.2.0,"1013,113,000"
53494,??,False,Elite,Elemental,4.2.0,"2519,691,268"
50057,"30, 35",True,Rare,Elemental,4.0.3,"7,135"
55265,??,False,Elite,Elemental,4.3.0,"2,814,465"
46259,35,False,Elite,Elemental,4.0.1,"58,631"
43878,"35, 49",True,Elite,Elemental,4.0.1,"144,444"
46768,"29, 50",True,Normal,Elemental,4.0.1,"3,251"
45872,??,False,Elite,Elemental,4.0.3,"25859,520"
47226,"30, 35",True,Normal,Elemental,4.0.1,"3,139"
46953,"15, 53",True,Normal,Elemental,4.0.3,"1,847"
43735,??,False,Elite,Elemental,4.0.3,"254,600,960"
43875,"35, 51",True,Elite,Elemental,4.0.1,"206,349"
44011,"31, 39",True,Normal,Elemental,4.0.1,"3,139"
40229,"30, 42",True,Normal,Elemental,4.0.3,"2,854"
45871,??,False,Elite,Elemental,4.0.3,"251,516,800"
42465,??,False,Elite,Elemental,4.0.1,"570,800"
39705,"34, 39",True,Elite,Elemental,4.0.3,"167,970"
48768,"20, 58",True,Normal,Elemental,4.0.3,"2,146"
44945,35,False,Elite,Elemental,4.0.1,"28,540"
47728,35,False,Normal,Elemental,4.0.1,"2,283"
43686,??,False,Elite,Elemental,4.0.3,"251,396,720"
49956,35,False,Normal,Elemental,4.0.1,"2,854"
39844,"35, 47",True,Normal,Elemental,4.0.1,"2,854"
40792,36,False,Elite,Elemental,4.0.3,"23,374"
40998,35,False,Elite,Elemental,4.0.1,"670,185"
45755,"35, 41",True,Normal,Elemental,4.0.1,"2,854"
50250,"20, 59",True,Normal,Elemental,4.0.3,"2,035"
45870,??,False,Elite,Elemental,4.0.3,"25859,520"
46329,35,False,Normal,Elemental,4.0.1,"3,139"
52107,35,False,Normal,Elemental,4.2.0,"5,708"
44819,"34, 45",True,Elite,Elemental,4.0.1,"2,489,820"
40709,35,False,Normal,Elemental,4.0.1,"2,854"
52165,"19, 59",True,Normal,Elemental,4.1.0,"2,035"
46997,"15, 59",True,Normal,Elemental,4.0.3,"1,897"
43687,??,False,Elite,Elemental,4.0.3,"251,396,720"
41501,"30, 35",True,Normal,Elemental,4.0.1,999
43688,??,False,Elite,Elemental,4.0.3,"25997,282"
52649,35,False,Elite,Elemental,4.1.0,"31,087"
49266,"30, 51",True,Elite,Elemental,4.0.3,"6,379"
54254,38,False,Elite,Elemental,4.2.0,"165,060"
44967,35,False,Normal,Elemental,4.0.3,"5,708"
40793,??,False,Elite,Elemental,4.0.3,"1,427,000"
46327,35,False,Normal,Elemental,4.0.1,"2,188"
40841,"35, 49",True,Normal,Elemental,4.0.1,"2,058"
38254,"20, 30",True,Normal,Elemental,4.0.3,624
44025,??,False,Elite,Elemental,4.0.3,"570,800"
47151,35,False,Elite,Elemental,4.0.3,"25359,415"
33041,??,False,Elite,Elemental,4.0.3,"2,206"
47969,35,False,Elite,Elemental,4.0.3,"6,849"
48952,"20, 30",True,Normal,Elemental,4.0.3,"2,095"
45477,"33, 48",True,Elite,Elemental,4.0.1,"387,450"
53890,38,False,Elite,Elemental,4.3.0,"25730,670"
46911,"30, 35",True,Normal,Elemental,4.0.3,"2,036"
40066,35,False,Normal,Elemental,4.0.3,318
45260,"19, 59",True,Rare,Elemental,4.0.3,"4,070"
46328,"35, 48",True,Normal,Elemental,4.0.1,"3,139"
48960,"20, 57",True,Normal,Elemental,4.0.3,"2,077"
50059,35,False,Rare,Elemental,4.0.3,"7,135"
52593,35,False,Elite,Elemental,4.2.0,"25122,201"
41762,"11, 30",True,Normal,Elemental,4.0.3,179
40177,"34, 42",True,Elite,Giant,4.0.1,"4,979,640"
50245,35,False,Elite,Giant,4.0.3,"9,989"
44600,??,False,Elite,Giant,4.0.3,"256,794,000"
53115,35,False,Elite,Giant,4.2.0,"103,874,500"
42188,"35, 50",True,Elite,Giant,4.0.1,"3,319,760"
39022,"15, 59",True,Normal,Giant,4.0.3,"1,897"
45125,30,False,Normal,Giant,4.0.3,"2,035"
42466,"30, 35",True,Elite,Giant,4.0.1,"142,700"
39365,"8, 30",True,Normal,Giant,4.0.3,210
40987,"32, 35",True,Elite,Giant,4.0.3,"33,013"
47593,35,False,Elite,Giant,4.0.1,"14,270"
43805,35,False,Elite,Giant,4.0.1,"142,700"
42469,"35, 38",True,Elite,Giant,4.0.1,"142,700"
36528,"9, 11",True,Elite,Giant,4.0.3,"3,575"
40166,"34, 57",True,Elite,Giant,4.0.1,"175,714"
42475,35,False,Normal,Giant,4.0.1,"3,150"
42467,35,False,Elite,Giant,4.0.1,"142,700"
46572,"1, 70",True,Normal,Humanoid,4.0.1,"7,896"
46602,"1, 70",True,Normal,Humanoid,4.0.1,"7,896"
50324,35,False,Normal,Humanoid,4.0.3,"2,854"
44395,"10, 70",True,Normal,Humanoid,4.0.1,"7,896"
52571,??,False,Elite,Humanoid,4.2.0,"2543,504,024"
52036,"9, 70",True,Normal,Humanoid,4.0.6,"90,335"
49386,35,False,Normal,Humanoid,4.0.1,"3,139"
54442,"1, 70",True,Normal,Humanoid,4.3.0,"3,718"
54650,"25, 30",True,Normal,Humanoid,4.3.0,"2,035"
53691,??,False,Elite,Humanoid,4.2.0,"2511,501,707"
49387,35,False,Normal,Humanoid,4.0.3,"3,139"
47253,"9, 70",True,Normal,Humanoid,4.0.1,"8,527"
45408,35,False,Normal,Humanoid,4.0.1,"2,854"
42129,??,False,Elite,Humanoid,4.0.1,"22,583,750"
43324,??,False,Elite,Humanoid,4.0.3,"10,152,800"
44246,"19, 70",True,Normal,Humanoid,4.0.1,"12,898"
58154,"9, 70",True,Normal,Humanoid,4.3.0,"12,898"
44238,"9, 70",True,Normal,Humanoid,4.0.3,100
50314,"30, 35",True,Normal,Humanoid,4.0.3,"2,854"
52148,37,False,Elite,Humanoid,4.1.0,"305,400"
48617,"35, 42",True,Normal,Humanoid,4.0.1,"2,854"
44245,"9, 70",True,Normal,Humanoid,4.0.1,"90,335"
44919,"1, 70",True,Normal,Humanoid,4.0.1,"4,668"
48510,"9, 70",True,Normal,Humanoid,4.0.1,"1,472"
46555,"10, 70",True,Normal,Humanoid,4.0.1,"23,722"
55382,"5, 70",True,Normal,Humanoid,4.3.0,"90,335"
52030,"9, 70",True,Normal,Humanoid,4.0.6,"90,335"
43693,"9, 70",True,Normal,Humanoid,4.0.1,145
54473,"1, 70",True,Normal,Humanoid,4.3.0,"9,601"
55285,70,False,Normal,Humanoid,4.3.0,"124,211"
49748,"3, 59",True,Elite,Humanoid,4.0.1,"1,427"
58155,"32, 70",True,Normal,Humanoid,4.3.0,"23,722"
42928,??,False,Elite,Humanoid,4.0.1,"79,043,300"
49541,32,False,Elite,Humanoid,4.0.3,"116,650"
46556,"9, 70",True,Normal,Humanoid,4.0.1,"23,722"
44835,35,False,Elite,Humanoid,4.0.1,"7,135"
36915,"30, 48",True,Normal,Humanoid,4.0.3,"2,854"
49406,35,False,Normal,Humanoid,4.0.1,"2,854"
50484,"10, 30",True,Normal,Humanoid,4.0.3,"2,035"
53881,35,False,Normal,Humanoid,4.2.0,"2,854"
40319,"34, 42",True,Elite,Humanoid,4.0.1,"871,437"
50488,70,False,Normal,Humanoid,4.0.3,"112,919"
49877,"5, 70",True,Normal,Humanoid,4.0.3,476
43694,"10, 70",True,Normal,Humanoid,4.0.1,145
41618,"30, 35",True,Normal,Humanoid,4.0.3,"2,854"
44365,??,False,Elite,Humanoid,4.0.1,"814,000"
46235,"17, 61",True,Normal,Humanoid,4.0.3,"11,922"
45617,??,False,Elite,Humanoid,4.0.3,"814,000"
44563,"12, 61",True,Elite,Humanoid,4.0.3,"6,994"
50052,35,False,Rare,Humanoid,4.0.3,"4,281"
50305,"6, 70",True,Normal,Humanoid,4.0.3,80
49701,"6, 70",True,Normal,Humanoid,4.0.1,"5,177"
43769,"6, 70",True,Normal,Humanoid,4.0.1,120
55689,??,False,Elite,Humanoid,4.3.0,"253,697,200"
52151,37,False,Elite,Humanoid,4.1.0,"177,132"
50304,"6, 70",True,Normal,Humanoid,4.0.3,"7,896"
46022,"30, 54",True,Normal,Humanoid,4.0.3,"1,571"
50307,"6, 70",True,Normal,Humanoid,4.0.3,120
50143,"10, 59",True,Elite,Humanoid,4.0.3,"2,035"
54334,"1, 70",True,Normal,Humanoid,4.3.0,"2,988"
49750,"1, 59",True,Elite,Humanoid,4.0.1,"6,105"
36375,"28, 30",True,Normal,Humanoid,4.0.1,"1,628"
52809,"1, 70",True,Normal,Humanoid,4.1.0,"8,683"
51512,30,False,Normal,Humanoid,4.0.3,"2,035"
50483,"1, 70",True,Normal,Humanoid,4.0.3,75
36648,??,False,Elite,Humanoid,4.0.3,"133,266,000"
50477,"8, 70",True,Normal,Humanoid,4.0.3,237
53214,35,False,Elite,Humanoid,4.2.0,"28,540"
45167,"30, 39",True,Elite,Humanoid,4.0.1,"15,697"
36196,"30, 59",True,Normal,Humanoid,4.0.3,"2,134"
44749,"30, 35",True,Normal,Humanoid,4.0.3,"4,281"
52059,37,False,Elite,Humanoid,4.1.0,"167,970"
47764,"10, 70",True,Normal,Humanoid,4.0.1,"16,928"
50309,"6, 70",True,Normal,Humanoid,4.0.3,"13,938"
52358,"1, 70",True,Normal,Humanoid,4.1.0,100
48531,35,False,Normal,Humanoid,4.0.3,"2,854"
45988,35,False,Normal,Humanoid,4.0.1,"2,854"
50306,"10, 30",True,Normal,Humanoid,4.0.3,624
47328,"30, 35",True,Normal,Humanoid,4.0.1,"2,854"
38237,"20, 30",True,Normal,Humanoid,4.0.3,"2,035"
47571,"8, 70",True,Normal,Humanoid,4.0.1,"12,899"
40586,"34, 72",True,Elite,Humanoid,4.0.3,"186,698"
46964,"19, 61",True,Elite,Humanoid,4.0.3,"152,700"
46233,"18, 54",True,Normal,Humanoid,4.0.3,"6,679"
54649,30,False,Normal,Humanoid,4.3.0,"2,035"
49703,35,False,Normal,Humanoid,4.0.1,"3,139"
46675,"9, 70",True,Normal,Humanoid,4.0.1,"40,656"
51496,"1, 70",True,Normal,Humanoid,4.0.3,"1,472"
45417,"15, 51",True,Normal,Humanoid,4.0.3,"1,237"
56427,??,False,Elite,Humanoid,4.3.0,"252,144,376"
53882,35,False,Normal,Humanoid,4.2.0,"2,854"
47311,"19, 60",True,Normal,Humanoid,4.0.1,"3,034"
43768,"6, 70",True,Normal,Humanoid,4.0.1,"7,896"
39679,"34, 37",True,Elite,Humanoid,4.0.3,"5,394,610"
54938,37,False,Elite,Humanoid,4.3.0,"400,640"
50482,"9, 70",True,Normal,Humanoid,4.0.3,"16,122"
46718,"9, 70",True,Normal,Humanoid,4.0.1,"12,898"
46741,"8, 70",True,Normal,Humanoid,4.0.1,100
44582,"9, 70",True,Normal,Humanoid,4.0.1,"112,919"
35222,??,False,Elite,Humanoid,4.0.3,419
39949,"20, 30",True,Normal,Humanoid,4.0.3,"2,035"
43418,"15, 30",True,Normal,Humanoid,4.0.3,"1,628"
51495,70,False,Normal,Humanoid,4.0.3,"112,919"
56796,"10, 70",True,Normal,Humanoid,4.3.0,"17,734"
46241,"19, 61",True,Elite,Humanoid,4.0.3,"10,905"
47739,"10, 61",True,Elite,Humanoid,4.0.3,"4,149,700"
47171,35,False,Normal,Humanoid,4.0.1,"3,139"
36060,"30, 59",True,Normal,Humanoid,4.0.3,"1,765"
50308,"7, 70",True,Normal,Humanoid,4.0.3,"13,938"
52830,"30, 48",True,Normal,Humanoid,4.1.0,"2,035"
55072,"9, 70",True,Normal,Humanoid,4.3.0,"112,919"
