ID,Locations
52649,Mount Hyjal
49266,Hillsbrad Foothills
54254,Unknown
44967,Deepholm
40793,Mount Hyjal
46327,Twilight Highlands
40841,Mount Hyjal
38254,Un Goro Crater
44025,Deepholm
47151,The Bastion of Twilight
33041,Darkshore
47969,Abyssal Depths
48952,Winterspring
45477,The Vortex Pinnacle
53890,Dragon Soul
46911,Mount Hyjal
40066,Mount Hyjal
45260,Blasted Lands
46328,Twilight Highlands
48960,Winterspring
50059,Deepholm
52593,Firelands
41762,Dun Morogh
40177,Grim Batol
50245,Feralas
50089,Twilight Highlands
44600,The Bastion of Twilight
50063,Uldum
53115,Firelands
42188,The Stonecore
39022,Tanaris
45125,Blasted Lands
42466,Deepholm
39365,Durotar
40987,Kelp thar Forest
47593,Tol Barad
43805,Deepholm
42469,Unknown
36528,Gilneas
40166,Grim Batol
42475,Deepholm
42467,Deepholm
46572,Orgrimmar
46602,Stormwind City
50324,Shimmering Expanse
44395,Stormwind City
52571,Firelands
52036,Orgrimmar
49386,Twilight Highlands
54442,Stormwind City
54650,Netherstorm
53691,Firelands
49387,Twilight Highlands
47253,Orgrimmar
45408,Deepholm
42129,Ironforge
43324,The Bastion of Twilight
44246,Stormwind City
58154,Stormwind City
44238,Stormwind City
50314,Mount Hyjal
52148,Zul Gurub
48617,Uldum
44245,Stormwind City
44919,Orgrimmar
48510,Orgrimmar
46555,Orgrimmar
55382,Orgrimmar
52030,Stormwind City
43693,Stormwind City
54473,Orgrimmar
55285,Darnassus and Stormwind City
49748,Stormwind City and Darnassus
58155,Orgrimmar
42928,Ironforge
49541,The Deadmines
46556,Orgrimmar
44835,Deepholm
36915,Kelp thar Forest
49406,Uldum
50484,Eversong Woods
53881,Molten Front
40319,Grim Batol
50488,Orgrimmar
49877,Stormwind City
43694,Stormwind City
41618,Kelp thar Forest
44365,Silverpine Forest
46235,Uldaman
45617,Silverpine Forest
44563,Gnomeregan
50052,Shimmering Expanse
50305,Stormwind City
49701,Stormwind City
43769,Stormwind City
55689,Dragon Soul
52151,Zul Gurub
50304,Undercity and Orgrimmar
46022,Eastern Plaguelands
50307,Darnassus and Stormwind City
50143,Shattrath City
54334,Stormwind City
49750,Orgrimmar and Undercity
36375,Azshara
52809,Orgrimmar
51512,Dalaran
50483,Thunder Bluff
36648,Thunder Bluff
50477,Orgrimmar
53214,Molten Front
45167,Twilight Highlands
36196,Desolace
44749,Stormwind City
52059,Zul Gurub
47764,Orgrimmar
50309,Ironforge
52358,Stormwind City
48531,Tol Barad Peninsula
45988,Deepholm
50306,The Exodar
47328,Tol Barad Peninsula
38237,Un Goro Crater
47571,Orgrimmar
40586,Throne of the Tides
46964,Shadowfang Keep
46233,Uldaman
54649,Netherstorm
49703,Twilight Highlands
46675,Orgrimmar
51496,Undercity
45417,Eastern Plaguelands
56427,Dragon Soul
53882,Molten Front
47311,Searing Gorge
43768,Stormwind City
39679,Blackrock Caverns
54938,Hour of Twilight
50482,Orgrimmar
46718,Orgrimmar
46741,Orgrimmar
44582,Stormwind City
35222,Kezan
39949,Feralas
43418,Tanaris
51495,Ironforge
56796,Stormwind City
46241,Uldaman
47739,The Deadmines
47171,Twilight Highlands
36060,Desolace
50308,Ironforge
52830,Winterspring
55072,Darkmoon Island
56041,Darkmoon Island
45244,Orgrimmar
49856,Eastern Plaguelands
54401,Firelands and Mount Hyjal
54853,Well of Eternity
52053,Zul Gurub
42028,Stonetalon Mountains
47742,Uldum
50323,Orgrimmar
49116,Hillsbrad Foothills
39881,Shimmering Expanse
54232,The Cape of Stranglethorn
49635,The Cape of Stranglethorn
46963,Shadowfang Keep
47442,Hillsbrad Foothills
53641,Stormwind City
39858,Mount Hyjal
50669,Stormwind City
50480,Stormwind City
44918,Orgrimmar
42131,Ironforge
40918,Shimmering Expanse
52945,Zul Aman
41135,Thousand Needles
48875,Elwynn Forest
45668,Twilight Highlands
45558,Orgrimmar
47309,Searing Gorge
45789,Orgrimmar
38999,Tirisfal Glades
45226,Stormwind City
51596,Ironforge
52155,Zul Gurub
39732,Halls of Origination
42041,Wetlands
38018,Southern Barrens
57262,Twilight Highlands
42288,Stormwind City
49737,Orgrimmar
40209,Netherstorm
36034,Desolace
50248,Twilight Highlands
52029,Stormwind City
52268,Shattrath City
47162,The Deadmines
47296,The Deadmines
38998,Tanaris
39605,Orgrimmar
42317,Dun Morogh and New Tinkertown
48629,Uldum
52822,Molten Front
46742,Orgrimmar
52642,Darnassus
37165,Southern Barrens
55684,Stormwind City
57983,Darkmoon Island
39884,Kelp thar Forest
43503,Deepholm
51504,Darnassus
46377,Twilight Highlands
46811,Twilight Highlands
33777,Ashenvale
51503,Thunder Bluff
49687,Hillsbrad Foothills
39896,Feralas
45730,Eastern Plaguelands
48948,Burning Steppes
44916,Silverpine Forest
34618,Ashenvale
52135,Molten Front
46343,Twilight Highlands
48428,Uldum
41006,Mount Hyjal
34674,Northern Barrens
40139,Mount Hyjal
36112,The Lost Isles
49045,Lost City of the Tol vir
42333,The Stonecore
41248,Kelp thar Forest
46512,Orgrimmar
50524,Stormwind City
43845,Darnassus and Stormwind City
58152,Netherstorm
56335,Darkmoon Island
52562,Feralas
41381,Mount Hyjal
40289,Mount Hyjal
39731,Halls of Origination
46962,Shadowfang Keep
39378,Halls of Origination
53619,Firelands
38240,Un Goro Crater
52440,Zul Gurub
52392,Zul Gurub
45540,Orgrimmar
49358,Twilight Highlands
52669,Mount Hyjal
39380,Durotar
54968,Hour of Twilight
40959,Thousand Needles
42672,Azshara
40572,Tanaris
49124,Twilight Highlands
42575,Westfall
40726,Thousand Needles
50157,Dalaran
54431,End Time
54123,End Time
44868,Orgrimmar
47675,Felwood
40832,Thousand Needles
40727,Thousand Needles
45771,Duskwood
44286,Southern Barrens
52364,Zul Gurub
44225,Wetlands
50134,Twilight Highlands
39665,Blackrock Caverns
42489,New Tinkertown and Dun Morogh
40578,Mount Hyjal
48312,Burning Steppes
45811,Duskwood
43391,The Stonecore
40167,Grim Batol
46409,The Stockade
40216,Tanaris
56925,Stormwind City
41017,Kelp thar Forest
33048,Darkshore
44445,Western Plaguelands
49913,Kelp thar Forest
47297,The Deadmines
43065,Deepholm
47006,Shadowfang Keep
54443,Stormwind City
52838,Mount Hyjal
36288,Gilneas and Gilneas City
40814,Mount Hyjal
49204,Uldum
52654,Stormwind City
42231,Blasted Lands
43849,The Cape of Stranglethorn
46357,Orgrimmar and Siege of Orgrimmar
55729,Darkmoon Island
52915,Zul Aman
46135,Uldum
44237,Stormwind City
44325,Blasted Lands
55870,Dragon Soul
50053,Mount Hyjal
44759,Tanaris
52651,Thunder Bluff
52399,Mount Hyjal
41183,Kelp thar Forest
50039,Northshire and Elwynn Forest
45707,Eastern Plaguelands
44202,Blackwing Descent
57800,Stormwind City
46293,Dun Morogh
40919,Shimmering Expanse
47626,The Deadmines
51071,Shimmering Expanse and Vashj ir
46664,Badlands
50048,The Stonecore
48067,Badlands
45151,Western Plaguelands
44785,Orgrimmar
35257,Azshara
41991,Stonetalon Mountains
45330,Stratholme
34402,Darkshore
45312,Ruins of Gilneas
38329,Un Goro Crater
40639,Shimmering Expanse
45315,Ruins of Gilneas
45174,Twilight Highlands
40834,Mount Hyjal
35369,Gilneas City
52278,Shattrath City
36410,Desolace
42359,Blasted Lands
52031,Stormwind City
47161,The Bastion of Twilight
54544,End Time
45948,Swamp of Sorrows
47570,The Exodar
54485,Darkmoon Island
43184,Redridge Mountains
34206,Ashenvale
54402,Mount Hyjal and Firelands
45369,Loch Modan
44556,Gnomeregan
42396,Dun Morogh and New Tinkertown
51988,Stormwind City
50160,Dalaran
49884,Azshara
38300,Durotar and Echo Isles
43228,Deepholm
45205,Uldum
48051,The Maelstrom
40825,Throne of the Tides
44866,Orgrimmar
50140,Shattrath City
44750,Tanaris
55305,Darkmoon Island
41621,Durotar
48522,The Deadmines
38238,Un Goro Crater
42731,Deepholm
41600,Abyssal Depths
37171,Southern Barrens
44561,Gnomeregan
40027,Thousand Needles
53187,Firelands
43372,Deepholm
46376,Twilight Highlands
52586,Ironforge
38488,Un Goro Crater
38535,Tanaris
42656,Westfall
44087,Duskwood
37761,Kezan
32990,Darkshore
40809,Mulgore
40958,Thousand Needles
45549,Orgrimmar
46254,The Stockade
45006,The Maelstrom
53233,Molten Front
47733,Felwood
43932,Feralas and Dire Maul
46591,Twilight Highlands
37706,Southern Barrens
48314,Burning Steppes
38239,Un Goro Crater
49704,Twilight Highlands
33456,Loch Modan
43964,Tanaris
42914,Deepholm
38120,The Lost Isles
54648,Netherstorm
46245,Swamp of Sorrows
39155,Southern Barrens
52405,Zul Gurub
47688,Stormwind City
49444,Mount Hyjal
42536,The Hinterlands
52640,Darnassus
48366,Twilight Highlands
48764,Darkshore
42160,Wetlands
52767,The Cape of Stranglethorn
40941,Dun Morogh
38306,Echo Isles
43612,Lost City of the Tol vir
43795,Thunder Bluff
43605,The Cape of Stranglethorn
38714,Tanaris
45443,Eastern Plaguelands
47681,Hillsbrad Foothills
33760,Ashenvale
39097,Tirisfal Glades
47266,Searing Gorge
42498,Westfall
35867,Azshara
47269,Searing Gorge
44236,Stormwind City
51997,Darkshore
51348,Stormwind City
45165,Western Plaguelands
54472,Orgrimmar
54117,Stormwind City
38966,Durotar and Echo Isles
48060,Badlands
44833,Tanaris
36596,Azshara
50139,Shattrath City
42111,Wetlands
34750,Northern Barrens
41394,Wetlands
40589,Tanaris
54852,The Steamvault
47923,Felwood
41086,Wetlands
34258,Northern Barrens
44179,The Cape of Stranglethorn
38647,The Lost Isles
51921,Redridge Mountains
47015,Silverpine Forest
52920,Zul Aman
47393,Searing Gorge
38502,Un Goro Crater
46603,Uldum
42594,Orgrimmar and Azshara
41023,Stonetalon Mountains
36606,Gilneas and Gilneas City
43397,Deepholm
43731,Duskwood
42684,Deepholm
56069,Darkmoon Island
52034,Orgrimmar
45267,The Bastion of Twilight
37679,Southern Barrens
43193,Twilight Highlands
49628,Twilight Highlands
57770,Deadwind Pass and Ruins of Gilneas
55419,Well of Eternity
47341,Felwood
34420,Ashenvale
44402,Razorfen Kraul
50382,Twilight Highlands
41005,Mount Hyjal
48521,The Deadmines
36052,Desolace
39379,Durotar
37216,Southern Barrens
39377,Feralas
41908,Abyssal Depths
43369,Redridge Mountains
45552,Orgrimmar
40092,Thousand Needles
50172,Twilight Highlands
47023,Silverpine Forest
45563,Orgrimmar
52190,Westfall
44577,Lost City of the Tol vir
44197,Loch Modan
39638,Shimmering Expanse
39946,Feralas
48269,Hillsbrad Foothills
52986,Mount Hyjal
39865,Moonglade
47008,Silverpine Forest
45995,Silverpine Forest
48129,Hillsbrad Foothills
46094,Eastern Plaguelands
50247,Gilneas and Gilneas City
40282,Kelp thar Forest
51502,Silvermoon City
36457,Gilneas and Gilneas City
45890,Blackrock Depths
50381,Twilight Highlands
41056,Dun Morogh
47572,Thunder Bluff
34208,Ashenvale
49224,Uldum
50144,Dalaran
44968,Deepholm
32972,Darkshore
42814,Northern Stranglethorn
40632,Tanaris
52222,Zul Gurub
54674,The Underbog
45429,Eastern Plaguelands
44453,Western Plaguelands
34544,Northern Barrens
43456,Deepholm
46136,Uldum
44863,Western Plaguelands
43454,The Cape of Stranglethorn
45904,Twilight Highlands
52919,Zul Aman
45175,Twilight Highlands
44825,Silverpine Forest
45008,Orgrimmar
53528,Undercity
50129,Winterspring
47579,Dalaran
41949,Arathi Highlands
52921,Molten Front
42697,The Deadmines and The Deadmines
33204,Ashenvale
44806,Stormwind City
38323,Southern Barrens
48316,Burning Steppes
49151,Uldum
39728,Feralas
43257,Northern Stranglethorn
46090,Twilight Highlands
50316,Winterspring
36056,Desolace
34353,Stonetalon Mountains
37195,Gilneas and Gilneas City
37812,Southern Barrens
45888,Blackrock Depths
46716,Orgrimmar
40344,Dustwallow Marsh
42815,The Hinterlands
42637,Orgrimmar
45137,Orgrimmar
39653,Feralas
40449,Thousand Needles
44010,Deepholm
44352,Deepholm
55524,Well of Eternity
48861,Uldum
57289,Dragon Soul
53067,Ghostlands
37837,Southern Barrens
41039,Stonetalon Mountains
33266,Ashenvale and Northern Barrens
40837,Mount Hyjal
39725,Feralas
50146,Twilight Highlands
43009,Silvermoon City
43738,Duskwood
47121,Twilight Highlands
41136,Blasted Lands
42730,Deepholm
41254,Blasted Lands
46134,Uldum
45093,Orgrimmar
48216,Felwood
42574,Deepholm
46756,Twilight Highlands
38015,Southern Barrens
48275,Uldum
46760,Badlands
43814,Duskwood
50155,Dalaran
41354,Blasted Lands
43553,The Cape of Stranglethorn
42228,Blasted Lands
40028,Thousand Needles
43239,Orgrimmar
46095,Eastern Plaguelands
47195,Deepholm
35149,Azshara
57922,Orgrimmar
46255,Dun Morogh
58232,Dragon Soul
45261,The Bastion of Twilight
43556,The Cape of Stranglethorn
33980,Darkshore
41983,Arathi Highlands
53259,Molten Front
52938,Zul Aman and Ghostlands
44299,Southern Barrens
45523,Twilight Highlands
35757,Desolace
47782,Burning Steppes
39908,Halls of Origination
47972,Uldum
39718,Ironforge
52292,Darnassus
42573,Deepholm
40105,Kelp thar Forest
40510,Shimmering Expanse
54890,Shadow Labyrinth
41944,Arathi Highlands
46122,Wetlands
52371,Northern Stranglethorn
56072,Utgarde Pinnacle
45387,Thousand Needles
40475,Thousand Needles
46889,The Deadmines
39895,Thousand Needles
39927,Mount Hyjal
42308,Westfall
49729,Twilight Highlands
45903,Blackrock Depths
48873,Elwynn Forest
44616,Loch Modan
45399,Loch Modan
42178,Blackwing Descent
42180,Blackwing Descent
42166,Blackwing Descent
44576,Loch Modan
43778,The Deadmines
42179,Blackwing Descent
45286,The Lost Isles
48708,Eastern Plaguelands
45344,Tol Barad
42381,Westfall
54504,Darkmoon Island
49885,Azshara
45412,Stratholme
44226,Wetlands
52258,Zul Gurub
52157,Zul Gurub
43862,Duskwood
42244,Blasted Lands
41388,Wetlands
52286,Zul Gurub
53152,Molten Front
40131,Feralas
53206,Firelands
48665,Winterspring
53265,Mount Hyjal
39428,Halls of Origination
45740,Duskwood
52271,Zul Gurub
53694,Firelands
52269,Zul Gurub
44481,Western Plaguelands
45801,Duskwood
53695,Firelands
38331,Gilneas City
48664,Winterspring
41918,Blackwing Descent
42248,Blasted Lands
45574,Eastern Plaguelands
54339,Molten Front
42249,Blasted Lands
45739,Duskwood
47791,Hillsbrad Foothills
45681,Eastern Plaguelands
34304,Darkshore
33181,Darkshore
46645,Tol Barad Peninsula
